Year,LGI Type,District,Block,Municipality,Corporation,Grama Panchayat,0,1,2,3
2005,Grama Panchayat,Thrissur,,,,Mullurkara,5,LATHADEVI.V,INC,579
2005,Grama Panchayat,Thrissur,,,,Mullurkara,6,NARAYANANKUTTY(UNNI),CPI(M),454
2005,Grama Panchayat,Thrissur,,,,Mullurkara,7,RAMACHANDRAN NAIR(UNNINAIR),INC,398
2005,Grama Panchayat,Thrissur,,,,Mullurkara,8,E GEETHA,INC,438
2005,Grama Panchayat,Thrissur,,,,Mullurkara,9,ABDHUL SALAM,CPI(M),471
2005,Grama Panchayat,Thrissur,,,,Mullurkara,10,M N SODHARAN,INDEPENDENT,406
2005,Grama Panchayat,Thrissur,,,,Mullurkara,11,MUHAMMEDKUTTY,CPI(M),475
2005,Grama Panchayat,Thrissur,,,,Mullurkara,12,ISHAUMMAR,INDEPENDENT,337
2005,Grama Panchayat,Thrissur,,,,Mullurkara,13,V. RAGHU,CPI(M),373
2005,Grama Panchayat,Thrissur,,,,Mundathikode,"Mundathikode Grama Panchayat, Thrissur","Mundathikode Grama Panchayat, Thrissur","Mundathikode Grama Panchayat, Thrissur","Mundathikode Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Mundathikode,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Mundathikode,1,V.ANATHAKRISHNAN,INC,499
2005,Grama Panchayat,Thrissur,,,,Mundathikode,2,TREESA SIMON,DIC(K),513
2005,Grama Panchayat,Thrissur,,,,Mundathikode,3,VALSALA,CPI(M),483
2005,Grama Panchayat,Thrissur,,,,Mundathikode,4,AJITH KUMAR (AJI MASTER),CPI(M),498
2005,Grama Panchayat,Thrissur,,,,Mundathikode,5,SANTHOSH KUMAR,CPI(M),497
2005,Grama Panchayat,Thrissur,,,,Mundathikode,6,RUGMINI (AMBIKA MOHANAN),CPI(M),453
2005,Grama Panchayat,Thrissur,,,,Mundathikode,7,ARAVINDAKSHAN,CPI(M),723
2005,Grama Panchayat,Thrissur,,,,Mundathikode,8,BINDHU (RAJI PARANGATTIL),CPI(M),532
2005,Grama Panchayat,Thrissur,,,,Mundathikode,9,THOMAS,CPI(M),843
2005,Grama Panchayat,Thrissur,,,,Mundathikode,10,SREEKUMAR,CPI(M),455
2005,Grama Panchayat,Thrissur,,,,Mundathikode,11,ADV.SUNNY THOMAS,INC,488
2005,Grama Panchayat,Thrissur,,,,Mundathikode,12,LALITHA TEACHER,INDEPENDENT,458
2005,Grama Panchayat,Thrissur,,,,Mundathikode,13,K.MURALIDHARAN,INC,520
2005,Grama Panchayat,Thrissur,,,,Mundathikode,14,ADV. MANOJ,CPI(M),385
2005,Grama Panchayat,Thrissur,,,,Mundathikode,15,CHANDRAN,CPI(M),506
2005,Grama Panchayat,Thrissur,,,,Mundathikode,16,,,
2005,Grama Panchayat,Thrissur,,,,Muriyad,"Muriyad Grama Panchayat, Thrissur","Muriyad Grama Panchayat, Thrissur","Muriyad Grama Panchayat, Thrissur","Muriyad Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Muriyad,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Muriyad,1,Rajesh.K.K,CPI(M),504
2005,Grama Panchayat,Thrissur,,,,Muriyad,2,P.K.Velayudhan,CPI(M),460
2005,Grama Panchayat,Thrissur,,,,Muriyad,3,Latha Ravi,CPI(M),508
2005,Grama Panchayat,Thrissur,,,,Muriyad,4,P.Peethambaran ( Sundaran),INC,277
2005,Grama Panchayat,Thrissur,,,,Muriyad,5,Babu Kalathingal,CPI(M),548
2005,Grama Panchayat,Thrissur,,,,Muriyad,6,Latha Chandran,CPI(M),505
2005,Grama Panchayat,Thrissur,,,,Muriyad,7,N.K.Prasad,CPI,357
2005,Grama Panchayat,Thrissur,,,,Muriyad,8,T.G.Sankaranarayan,CPI(M),660
2005,Grama Panchayat,Thrissur,,,,Muriyad,9,Elsy Paul Parassery,CPI(M),452
2005,Grama Panchayat,Thrissur,,,,Muriyad,10,Sasiharan Therattil,CPI(M),401
2005,Grama Panchayat,Thrissur,,,,Muriyad,11,Siji Thomas,INC,533
2005,Grama Panchayat,Thrissur,,,,Muriyad,12,Sundararajan ( P.R.Sundaran),CPI,346
2005,Grama Panchayat,Thrissur,,,,Muriyad,13,Biju Chandran,CPI(M),413
2005,Grama Panchayat,Thrissur,,,,Muriyad,14,Gangadevi Sunil,INC,408
2005,Grama Panchayat,Thrissur,,,,Muriyad,15,Sindhu Narayanankutty,DIC(K),399
2005,Grama Panchayat,Thrissur,,,,Muriyad,16,K.Balakrishnan (Madhu),CPI(M),356
2005,Grama Panchayat,Thrissur,,,,Nadathara,"Nadathara Grama Panchayat, Thrissur","Nadathara Grama Panchayat, Thrissur","Nadathara Grama Panchayat, Thrissur","Nadathara Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Nadathara,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Nadathara,1,Ganesh Pandiyan,INC,510
2005,Grama Panchayat,Thrissur,,,,Nadathara,2,Sheena Pottekkatt,CPI(M),439
2005,Grama Panchayat,Thrissur,,,,Nadathara,3,C S Santhosh,CPI(M),624
2005,Grama Panchayat,Thrissur,,,,Nadathara,4,Sathi Teacher,CPI(M),625
2005,Grama Panchayat,Thrissur,,,,Nadathara,5,Poulose (Benny Kadalikkattil),INC,494
2005,Grama Panchayat,Thrissur,,,,Nadathara,6,Lisy George,INC,450
2005,Grama Panchayat,Thrissur,,,,Nadathara,7,A K Mathai (Appachan),INC,516
2005,Grama Panchayat,Thrissur,,,,Nadathara,8,M A Sankarankutty,INC,547
2005,Grama Panchayat,Thrissur,,,,Nadathara,9,Pradeepkumar (Deepu),CPI(M),628
2005,Grama Panchayat,Thrissur,,,,Nadathara,10,C C Ramakrishnan,CPI(M),507
2005,Grama Panchayat,Thrissur,,,,Nadathara,11,Valsa Edathara,CPI(M),632
2005,Grama Panchayat,Thrissur,,,,Nadathara,12,E S Anirudhran,INC,375
2005,Grama Panchayat,Thrissur,,,,Nadathara,13,Vimala Teacher,INDEPENDENT,195
2005,Grama Panchayat,Thrissur,,,,Nadathara,14,T M Rajeev,INC,416
2005,Grama Panchayat,Thrissur,,,,Nadathara,15,Shailaja Mohanan,CPI,321
2005,Grama Panchayat,Thrissur,,,,Nadathara,16,Jayasankar C,INC,411
2005,Grama Panchayat,Thrissur,,,,Nattika,"Nattika Grama Panchayat, Thrissur","Nattika Grama Panchayat, Thrissur","Nattika Grama Panchayat, Thrissur","Nattika Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Nattika,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Nattika,1,K.V. RATHNAVALLY,DIC(K),338
2005,Grama Panchayat,Thrissur,,,,Nattika,2,U.K. GOPALAN,NCP,617
2005,Grama Panchayat,Thrissur,,,,Nattika,3,SASIDHARAN PUZHEKKADAVIL,INDEPENDENT,490
2005,Grama Panchayat,Thrissur,,,,Nattika,4,THAYATT RAMAKRISHNAN,CPI,235
2005,Grama Panchayat,Thrissur,,,,Nattika,5,RAMAKRISHNAN.K.R.,CPI(M),400
2005,Grama Panchayat,Thrissur,,,,Nattika,6,ABDHUL MAJEED.C.K.,CPI(M),565
2005,Grama Panchayat,Thrissur,,,,Nattika,7,V.M. SATHEESAN,CPI(M),483
2005,Grama Panchayat,Thrissur,,,,Nattika,8,SWARNALATHA TEACHER,CPI,332
2005,Grama Panchayat,Thrissur,,,,Nattika,9,VELAYIL SUDEVAN,CPI(M),382
2005,Grama Panchayat,Thrissur,,,,Nattika,10,M.S. BABY TEACHER,CPI(M),439
2005,Grama Panchayat,Thrissur,,,,Nattika,11,C. AYYAPPANKUTTY,INC,376
2005,Grama Panchayat,Thrissur,,,,Nattika,12,JEMINI SADHANANDHAN,CPI(M),462
2005,Grama Panchayat,Thrissur,,,,Nattika,13,SUNITHA MUTHURAJ,CPI(M),474
2005,Grama Panchayat,Thrissur,,,,Nenmenikkara,"Nenmenikkara Grama Panchayat, Thrissur","Nenmenikkara Grama Panchayat, Thrissur","Nenmenikkara Grama Panchayat, Thrissur","Nenmenikkara Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Nenmenikkara,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Nenmenikkara,1,Manjila Anthony (Antoo),INC,434
2005,Grama Panchayat,Thrissur,,,,Nenmenikkara,2,Krishnankutty( Kochaniyan),INC,413
2005,Grama Panchayat,Thrissur,,,,Nenmenikkara,3,Omana Krishnankutty,CPI(M),532
2005,Grama Panchayat,Thrissur,,,,Nenmenikkara,4,Adv. Sushilkumar,CPI(M),510
2005,Grama Panchayat,Thrissur,,,,Nenmenikkara,5,Suresh.V.R,CPI,667
2005,Grama Panchayat,Thrissur,,,,Nenmenikkara,6,Shylaja Mohnan,CPI,552
2005,Grama Panchayat,Thrissur,,,,Nenmenikkara,7,Ajitha Sadanandan,CPI(M),564
2005,Grama Panchayat,Thrissur,,,,Nenmenikkara,8,M.R. Sahadevan,CPI(M),650
2005,Grama Panchayat,Thrissur,,,,Nenmenikkara,9,M.B. Haridas,CPI,678
2005,Grama Panchayat,Thrissur,,,,Nenmenikkara,10,Sunitha Ramachandran,CPI(M),549
2005,Grama Panchayat,Thrissur,,,,Nenmenikkara,11,M.C. Leela,CPI,560
2005,Grama Panchayat,Thrissur,,,,Nenmenikkara,12,V.T.Vijayalakshmi,CPI(M),573
2005,Grama Panchayat,Thrissur,,,,Nenmenikkara,13,N.N. Divakaran,CPI(M),692
2005,Grama Panchayat,Thrissur,,,,Nenmenikkara,14,Lisha Sathyan,DIC(K),429
2005,Grama Panchayat,Thrissur,,,,Orumanayur,"Orumanayur Grama Panchayat, Thrissur","Orumanayur Grama Panchayat, Thrissur","Orumanayur Grama Panchayat, Thrissur","Orumanayur Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Orumanayur,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Orumanayur,1,Muhamamed Basheer,CPI,314
2005,Grama Panchayat,Thrissur,,,,Orumanayur,2,K.N Lohithakshan,CPI(M),380
2005,Grama Panchayat,Thrissur,,,,Orumanayur,3,K.V Abdulmajeed,CPI(M),260
2005,Grama Panchayat,Thrissur,,,,Orumanayur,4,Hameed Haji,DIC(K),413
2005,Grama Panchayat,Thrissur,,,,Orumanayur,5,Sathi Shayamasundaran,INDEPENDENT,323
2005,Grama Panchayat,Thrissur,,,,Orumanayur,6,Suma Teacher,INDEPENDENT,192
2005,Grama Panchayat,Thrissur,,,,Orumanayur,7,O.T. Jafar,DIC(K),260
2005,Grama Panchayat,Thrissur,,,,Orumanayur,8,P.K Nisar,DIC(K),327
2005,Grama Panchayat,Thrissur,,,,Orumanayur,9,K.K Vijayan,CPI(M),250
2005,Grama Panchayat,Thrissur,,,,Orumanayur,10,Preethy Sasi,DIC(K),309
2005,Grama Panchayat,Thrissur,,,,Orumanayur,11,Shiny Shaji,CPI(M),238
2005,Grama Panchayat,Thrissur,,,,Orumanayur,12,K.V Chandru,CPI(M),291
2005,Grama Panchayat,Thrissur,,,,Padiyur,"Padiyur Grama Panchayat, Thrissur","Padiyur Grama Panchayat, Thrissur","Padiyur Grama Panchayat, Thrissur","Padiyur Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Padiyur,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Padiyur,1,Jessy ganeshan,CPI,483
2005,Grama Panchayat,Thrissur,,,,Padiyur,2,Ramakrishnan.o.K,CPI,447
2005,Grama Panchayat,Thrissur,,,,Padiyur,3,Mani.P,CPI,461
2005,Grama Panchayat,Thrissur,,,,Padiyur,4,Anandan Master,CPI(M),445
2005,Grama Panchayat,Thrissur,,,,Padiyur,5,Omana Rajan,DIC(K),430
2005,Grama Panchayat,Thrissur,,,,Padiyur,6,Syamala Sasidharan,INDEPENDENT,434
2005,Grama Panchayat,Thrissur,,,,Padiyur,7,Noby Lonankutty,INC,352
2005,Grama Panchayat,Thrissur,,,,Padiyur,8,Rajeswary Jayasenan,INDEPENDENT,404
2005,Grama Panchayat,Thrissur,,,,Padiyur,9,Unnikrishnan.C.M,INC,501
2005,Grama Panchayat,Thrissur,,,,Padiyur,10,Ammini Ashokan,CPI(M),470
2005,Grama Panchayat,Thrissur,,,,Padiyur,11,Priya Chandran,BJP,428
2005,Grama Panchayat,Thrissur,,,,Padiyur,12,Amrita Gopalakrishnan,CPI(M),445
2005,Grama Panchayat,Thrissur,,,,Padiyur,13,biju.K.C,CPI,573
2005,Grama Panchayat,Thrissur,,,,Pananchery,"Pananchery Grama Panchayat, Thrissur","Pananchery Grama Panchayat, Thrissur","Pananchery Grama Panchayat, Thrissur","Pananchery Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Pananchery,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Pananchery,1,T. RAGHUNANDHANAN,CPI,464
2005,Grama Panchayat,Thrissur,,,,Pananchery,2,T. RAJAPPAN,CPI,701
2005,Grama Panchayat,Thrissur,,,,Pananchery,3,THOAMS SAMUEAL,CPI(M),604
2005,Grama Panchayat,Thrissur,,,,Pananchery,4,ROY.K. DEVASSY,INC,667
2005,Grama Panchayat,Thrissur,,,,Pananchery,5,M.K. SURESH,CPI(M),551
2005,Grama Panchayat,Thrissur,,,,Pananchery,6,BINDHU BHARATHAN,KC(S),748
2005,Grama Panchayat,Thrissur,,,,Pananchery,7,P.J. JOSEPH,INC,707
2005,Grama Panchayat,Thrissur,,,,Pananchery,8,K.K. RAMESH,CPI(M),471
2005,Grama Panchayat,Thrissur,,,,Pananchery,9,SONIYA JOY,CPI,667
2005,Grama Panchayat,Thrissur,,,,Pananchery,10,SOBHANA MOHANAN,CPI(M),666
2005,Grama Panchayat,Thrissur,,,,Pananchery,11,MINI BHASKARAN,CPI(M),700
2005,Grama Panchayat,Thrissur,,,,Pananchery,12,M.K. SIVARAMAN,INC,626
2005,Grama Panchayat,Thrissur,,,,Pananchery,13,LEELAMMA TEACHER,INC,394
2005,Grama Panchayat,Thrissur,,,,Pananchery,14,SAKUNTHALA UNNIKRISHNAN,INC,412
2005,Grama Panchayat,Thrissur,,,,Pananchery,15,BABU THOAMS,INC,644
2005,Grama Panchayat,Thrissur,,,,Pananchery,16,LILLY FRANCIS,CPI(M),569
2005,Grama Panchayat,Thrissur,,,,Pananchery,17,BALAKRISHNAN.M.,CPI(M),602
2005,Grama Panchayat,Thrissur,,,,Pananchery,18,JOFY JOSEPH,INDEPENDENT,399
2005,Grama Panchayat,Thrissur,,,,Pananchery,19,V.P. SUNEESH,CPI(M),687
2005,Grama Panchayat,Thrissur,,,,Pananchery,20,P.V. PATHROSE,INC,749
2005,Grama Panchayat,Thrissur,,,,Pananchery,21,SHEELA SUNNY,CPI(M),671
2005,Grama Panchayat,Thrissur,,,,Pananchery,22,SHIJO.P. CHACKO,KC(S),348
2005,Grama Panchayat,Thrissur,,,,Panjal,"Panjal Grama Panchayat, Thrissur","Panjal Grama Panchayat, Thrissur","Panjal Grama Panchayat, Thrissur","Panjal Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Panjal,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Panjal,1,M.R.HARIKUMAR,INDEPENDENT,382
2005,Grama Panchayat,Thrissur,,,,Panjal,2,P.K.DHANNYA,CPI(M),590
2005,Grama Panchayat,Thrissur,,,,Panjal,3,K.K.UNNIKRISHNAN,CPI(M),413
2005,Grama Panchayat,Thrissur,,,,Panjal,4,K.M.HAMSA,ML,677
2005,Grama Panchayat,Thrissur,,,,Panjal,5,K.KALYANI AMMA,INDEPENDENT,474
2005,Grama Panchayat,Thrissur,,,,Panjal,6,K.K.SASI,CPI(M),550
2005,Grama Panchayat,Thrissur,,,,Panjal,7,USHA JANARDHANAN,CPI(M),394
2005,Grama Panchayat,Thrissur,,,,Panjal,8,P.RUGMINI AMMA (THANKAM KARATH ),CPI,453
2005,Grama Panchayat,Thrissur,,,,Panjal,9,P.P.MANIKANDADAS,CPI(M),397
2005,Grama Panchayat,Thrissur,,,,Panjal,10,P.M.AMEER,ML,523
2005,Grama Panchayat,Thrissur,,,,Panjal,11,ELIAMMA TEACHER,INC,326
2005,Grama Panchayat,Thrissur,,,,Panjal,12,K.R.KRISHNAN KUTTY,CPI(M),432
2005,Grama Panchayat,Thrissur,,,,Panjal,13,V.R.RAJAN,CPI,318
2005,Grama Panchayat,Thrissur,,,,Panjal,14,RAJAN VETTATH,INC,336
2005,Grama Panchayat,Thrissur,,,,Panjal,15,T.CHANDRASEKHARAN,CPI(M),508
2005,Grama Panchayat,Thrissur,,,,Paralam,"Paralam Grama Panchayat, Thrissur","Paralam Grama Panchayat, Thrissur","Paralam Grama Panchayat, Thrissur","Paralam Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Paralam,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Paralam,1,Tony Chirayath,INC,597
2005,Grama Panchayat,Thrissur,,,,Paralam,2,K.V Ramakrshnan,CPI(M),537
2005,Grama Panchayat,Thrissur,,,,Paralam,3,K.K Mani,CPI(M),712
2005,Grama Panchayat,Thrissur,,,,Paralam,4,K.J. Joseph,CPI,342
2005,Grama Panchayat,Thrissur,,,,Paralam,5,Radha Sankaran,CPI,451
2005,Grama Panchayat,Thrissur,,,,Paralam,6,A.K Girijan,SDP,715
2005,Grama Panchayat,Thrissur,,,,Paralam,7,Omana Suresh,INC,497
2005,Grama Panchayat,Thrissur,,,,Paralam,8,Baby Antony,INC,421
2005,Grama Panchayat,Thrissur,,,,Paralam,9,P.K Brijesh,INDEPENDENT,292
2005,Grama Panchayat,Thrissur,,,,Paralam,10,Ambili Pradeep,CPI,629
2005,Grama Panchayat,Thrissur,,,,Paralam,11,P.O Syman,CPI(M),466
2005,Grama Panchayat,Thrissur,,,,Paralam,12,A.S Joshnson,NCP,383
2005,Grama Panchayat,Thrissur,,,,Paralam,13,V.M Krishnan,CPI(M),600
2005,Grama Panchayat,Thrissur,,,,Paralam,14,Geetha Surendran,DIC(K),478
2005,Grama Panchayat,Thrissur,,,,Parappukkara,"Parappukkara Grama Panchayat, Thrissur","Parappukkara Grama Panchayat, Thrissur","Parappukkara Grama Panchayat, Thrissur","Parappukkara Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Parappukkara,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Parappukkara,1,SHEENA CHANDRAN,CPI(M),486
2005,Grama Panchayat,Thrissur,,,,Parappukkara,2,BEENA PALLATH,KC(J),412
2005,Grama Panchayat,Thrissur,,,,Parappukkara,3,P.K. PRASAD,DIC(K),439
2005,Grama Panchayat,Thrissur,,,,Parappukkara,4,NISHAD.P.T.,CPI(M),479
2005,Grama Panchayat,Thrissur,,,,Parappukkara,5,RAPPAL SUKUMARAMENON,CPI,291
2005,Grama Panchayat,Thrissur,,,,Parappukkara,6,LATHA RAJAN,INDEPENDENT,608
2005,Grama Panchayat,Thrissur,,,,Parappukkara,7,M.A. BALAN MASTER,CPI(M),410
2005,Grama Panchayat,Thrissur,,,,Parappukkara,8,SUMATHI BALAN,CPI(M),681
2005,Grama Panchayat,Thrissur,,,,Parappukkara,9,N.P. CHATHUKUTTY,CPI(M),415
2005,Grama Panchayat,Thrissur,,,,Parappukkara,10,PRAMEELA VIJAYAN,INC,553
2005,Grama Panchayat,Thrissur,,,,Parappukkara,11,K.D. KOCHU MATHEW MASTER,INC,450
2005,Grama Panchayat,Thrissur,,,,Parappukkara,12,GRACY XAVI,INC,442
2005,Grama Panchayat,Thrissur,,,,Parappukkara,13,T.V. SREEDEVI,CPI(M),605
2005,Grama Panchayat,Thrissur,,,,Parappukkara,14,K.K. RAMAKRISHNAN,CPI(M),766
2005,Grama Panchayat,Thrissur,,,,Parappukkara,15,T.M. YOHANAN MASTER,INC,491
2005,Grama Panchayat,Thrissur,,,,Parappukkara,16,V.K. JAYAN,CPI(M),722
2005,Grama Panchayat,Thrissur,,,,Parappukkara,17,P. RAMANADHAN,INC,489
2005,Grama Panchayat,Thrissur,,,,Pariyaram,"Pariyaram Grama Panchayat, Thrissur","Pariyaram Grama Panchayat, Thrissur","Pariyaram Grama Panchayat, Thrissur","Pariyaram Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Pariyaram,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Pariyaram,1,Augusty P P,INC,459
2005,Grama Panchayat,Thrissur,,,,Pariyaram,2,Shaji Joseph Madana,CPI(M),472
2005,Grama Panchayat,Thrissur,,,,Pariyaram,3,Varghese K O (Kunjuvarkey),INC,394
2005,Grama Panchayat,Thrissur,,,,Pariyaram,4,Reena Joseph,INC,590
2005,Grama Panchayat,Thrissur,,,,Pariyaram,5,Thressiamma Poulose,JD(S),472
2005,Grama Panchayat,Thrissur,,,,Pariyaram,6,Pauly P P,INDEPENDENT,455
2005,Grama Panchayat,Thrissur,,,,Pariyaram,7,Sainu M P,CPI(M),499
2005,Grama Panchayat,Thrissur,,,,Pariyaram,8,Gangadharan,CPI(M),443
2005,Grama Panchayat,Thrissur,,,,Pariyaram,9,Kannappan M V,CPI(M),444
2005,Grama Panchayat,Thrissur,,,,Pariyaram,10,Velayudhan U G,CPI(M),490
2005,Grama Panchayat,Thrissur,,,,Pariyaram,11,Jancy Jose,INC,453
2005,Grama Panchayat,Thrissur,,,,Pariyaram,12,Bharathi V M,CPI,441
2005,Grama Panchayat,Thrissur,,,,Pariyaram,13,Alphonsa Varghese,CPI,524
2005,Grama Panchayat,Thrissur,,,,Pariyaram,14,Varghese K T,INC,689
2005,Grama Panchayat,Thrissur,,,,Pavaratty,"Pavaratty Grama Panchayat, Thrissur","Pavaratty Grama Panchayat, Thrissur","Pavaratty Grama Panchayat, Thrissur","Pavaratty Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Pavaratty,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Pavaratty,1,SINDHU ANIL KUMAR,INDEPENDENT,288
2005,Grama Panchayat,Thrissur,,,,Pavaratty,2,CHERATTY RAVI,INDEPENDENT,255
2005,Grama Panchayat,Thrissur,,,,Pavaratty,3,VARGHESE.N.K(CHINNAN ),INC,343
2005,Grama Panchayat,Thrissur,,,,Pavaratty,4,KOMALAM RAMACHANDRAN,KC(M),297
2005,Grama Panchayat,Thrissur,,,,Pavaratty,5,JANCY ANTONY,KC(J),487
2005,Grama Panchayat,Thrissur,,,,Pavaratty,6,AGNES JOHN (VAYANADAN),INDEPENDENT,265
2005,Grama Panchayat,Thrissur,,,,Pavaratty,7,JOHN .O.PULIKKOTTIL,INDEPENDENT,242
2005,Grama Panchayat,Thrissur,,,,Pavaratty,8,O.J.SHAJAN MASTER,INC,294
2005,Grama Panchayat,Thrissur,,,,Pavaratty,9,ASSIS PULIKKAL,ML,348
2005,Grama Panchayat,Thrissur,,,,Pavaratty,10,N.P.SULAIKHA,ML,280
2005,Grama Panchayat,Thrissur,,,,Pavaratty,11,ABDUL SALAM MOOTHEDATH,INDEPENDENT,444
2005,Grama Panchayat,Thrissur,,,,Pavaratty,12,KAMARUDHEEN PUTHATTIL,CPI(M),475
2005,Grama Panchayat,Thrissur,,,,Pavaratty,13,ABDUL FATHAK.V.K,ML,370
2005,Grama Panchayat,Thrissur,,,,Pavaratty,14,SHEELA SHANMUKHAN,INC,292
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,"Pazhayannur Grama Panchayat, Thrissur","Pazhayannur Grama Panchayat, Thrissur","Pazhayannur Grama Panchayat, Thrissur","Pazhayannur Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,1,REMA RADAHAKRISHNAN KAKKARAKUNNU,CPI(M),625
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,2,K.P.Sreejayan,INDEPENDENT,623
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,3,Ravindran,KC(S),508
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,4,C.P.Mohandas,CPI(M),567
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,5,T.K.Ramadas,CPI(M),582
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,6,P S Sulaiman,CPI(M),752
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,7,Balamani,INC,587
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,8,Jameela Abbas,INDEPENDENT,613
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,9,,INDEPENDENT,534
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,10,P A Babu,CPI(M),633
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,11,T P Sivadas,CPI(M),777
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,12,T Nirmala,INC,711
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,13,T Mukundan,INC,609
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,14,K M Krishnankutty,CPI(M),599
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,15,A K Latha,INC,505
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,16,Karthika Suresh,CPI(M),644
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,17,N M Sreenivasan,CPI(M),717
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,18,K Supriya,DIC(K),314
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,19,Rahmath,CONGRESS(S),605
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,20,Muraleedharan P K,INC,610
2005,Grama Panchayat,Thrissur,,,,Pazhayannur,21,K S Satheesan,DIC(K),459
2005,Grama Panchayat,Thrissur,,,,Perinjanam,"Perinjanam Grama Panchayat, Thrissur","Perinjanam Grama Panchayat, Thrissur","Perinjanam Grama Panchayat, Thrissur","Perinjanam Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Perinjanam,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Perinjanam,1,Radhakrishnan,INC,559
2005,Grama Panchayat,Thrissur,,,,Perinjanam,2,Usha Prakasan,CPI(M),434
2005,Grama Panchayat,Thrissur,,,,Perinjanam,3,Vattathoor Gopalakrishnan (Vattathoor Gopi Nair),CPI,416
2005,Grama Panchayat,Thrissur,,,,Perinjanam,4,Ambatt Padmanabha Menon,CPI(M),617
2005,Grama Panchayat,Thrissur,,,,Perinjanam,5,Sajitha Abdullakutty,INDEPENDENT,421
2005,Grama Panchayat,Thrissur,,,,Perinjanam,6,Meena Suresh,INC,303
2005,Grama Panchayat,Thrissur,,,,Perinjanam,7,Saidu Muhammad,DIC(K),300
2005,Grama Panchayat,Thrissur,,,,Perinjanam,8,Dileep Kumar Karuvathil,CPI(M),495
2005,Grama Panchayat,Thrissur,,,,Perinjanam,9,T P Raghunath,CPI,471
2005,Grama Panchayat,Thrissur,,,,Perinjanam,10,T K Unni,CPI(M),452
2005,Grama Panchayat,Thrissur,,,,Perinjanam,11,Ajitha Ajayan,CPI(M),486
2005,Grama Panchayat,Thrissur,,,,Perinjanam,12,Latha Sajan,CPI(M),384
2005,Grama Panchayat,Thrissur,,,,Perinjanam,13,Sadanandan Valiyaparambil,CPI(M),420
2005,Grama Panchayat,Thrissur,,,,Perinjanam,14,P K Arumughan,CPI(M),620
