Year,LGI Type,District,Block,Municipality,Corporation,Grama Panchayat,0,1,2,3
2005,Municipality,Thrissur,,Kodungalloor,,,1,V.G.UNNIKRISHNAN,BJP,575
2005,Municipality,Thrissur,,Kodungalloor,,,2,SREEDEVI SASIDHARAN,BJP,371
2005,Municipality,Thrissur,,Kodungalloor,,,3,JAYA RAJAN,INDEPENDENT,341
2005,Municipality,Thrissur,,Kodungalloor,,,4,UNITHA UTHAMAN,CPI,231
2005,Municipality,Thrissur,,Kodungalloor,,,5,Adv.T.M.DAMODHARAN NAMBOOTHIRIPAD.M.A.L.L.B,INC,155
2005,Municipality,Thrissur,,Kodungalloor,,,6,JOLY DILSHAN,INC,393
2005,Municipality,Thrissur,,Kodungalloor,,,7,T.M.NAZER,INC,471
2005,Municipality,Thrissur,,Kodungalloor,,,8,ABDUL RASHEED,INDEPENDENT,272
2005,Municipality,Thrissur,,Kodungalloor,,,9,ITTITHARA SANTHOSH,BJP,350
2005,Municipality,Thrissur,,Kodungalloor,,,10,C.K.RAMANADHAN,CPI,345
2005,Municipality,Thrissur,,Kodungalloor,,,11,SREEDEVI VIJAYAKUMAR,INDEPENDENT,330
2005,Municipality,Thrissur,,Kodungalloor,,,12,N.JAYA,CPI(M),213
2005,Municipality,Thrissur,,Kodungalloor,,,13,SUMA SIVAN,CPI,402
2005,Municipality,Thrissur,,Kodungalloor,,,14,C.N.CHANDRAN,CPI,291
2005,Municipality,Thrissur,,Kodungalloor,,,15,P.N.RAMADAS,CPI(M),418
2005,Municipality,Thrissur,,Kodungalloor,,,16,C.R.PAMBA,INC,287
2005,Municipality,Thrissur,,Kodungalloor,,,17,N.K.IBRAHIM,INC,242
2005,Municipality,Thrissur,,Kodungalloor,,,18,SHANITHA BABU,CPI,285
2005,Municipality,Thrissur,,Kodungalloor,,,19,P.A.GOPI,CPI,270
2005,Municipality,Thrissur,,Kodungalloor,,,20,A.P.ANTONY,INC,311
2005,Municipality,Thrissur,,Kodungalloor,,,21,RATHI MOHANAN,INDEPENDENT,341
2005,Municipality,Thrissur,,Kodungalloor,,,22,"SINDHU, DILEEP",CPI(M),324
2005,Municipality,Thrissur,,Kodungalloor,,,23,M.M.MICLE,INC,280
2005,Municipality,Thrissur,,Kodungalloor,,,24,G.S.SURESH,CPI,230
2005,Municipality,Thrissur,,Kodungalloor,,,25,Adv.P.D.VISWAMBHARAN,CPI(M),378
2005,Municipality,Thrissur,,Kodungalloor,,,26,K.M.SURENDRAN,CPI,319
2005,Municipality,Thrissur,,Kodungalloor,,,27,B.SREEDHARAN NAIR,CPI(M),268
2005,Municipality,Thrissur,,Kunnamkulam,,,"Kunnamkulam Municipality, Thrissur","Kunnamkulam Municipality, Thrissur","Kunnamkulam Municipality, Thrissur","Kunnamkulam Municipality, Thrissur"
2005,Municipality,Thrissur,,Kunnamkulam,,,Ward No,Elected Members,Front,Votes
2005,Municipality,Thrissur,,Kunnamkulam,,,1,Safiya Moidheenkutty,INDEPENDENT,368
2005,Municipality,Thrissur,,Kunnamkulam,,,2,C.K.Ashokan,INDEPENDENT,481
2005,Municipality,Thrissur,,Kunnamkulam,,,3,P.G.Jayaprakash,CPI(M),674
2005,Municipality,Thrissur,,Kunnamkulam,,,4,K.P. Preman,CPI(M),461
2005,Municipality,Thrissur,,Kunnamkulam,,,5,P.M. Suresh,CPI(M),442
2005,Municipality,Thrissur,,Kunnamkulam,,,6,K.V. Gheever,INC,317
2005,Municipality,Thrissur,,Kunnamkulam,,,7,P.I. Thomas,INC,575
2005,Municipality,Thrissur,,Kunnamkulam,,,8,G.K. Jinni,CPI(M),506
2005,Municipality,Thrissur,,Kunnamkulam,,,9,M.J. Thomas,CPI(M),475
2005,Municipality,Thrissur,,Kunnamkulam,,,10,K.G. Anilkumar,INC,407
2005,Municipality,Thrissur,,Kunnamkulam,,,11,Ambili Babu,CPI(M),555
2005,Municipality,Thrissur,,Kunnamkulam,,,12,Sunitha Sivaraman(ELECTED),CPI(M),
2005,Municipality,Thrissur,,Kunnamkulam,,,13,K.C. Prasad,CPI(M),593
2005,Municipality,Thrissur,,Kunnamkulam,,,14,Jessi Shaji,CPI(M),396
2005,Municipality,Thrissur,,Kunnamkulam,,,15,Sarama Mathappan,INC,445
2005,Municipality,Thrissur,,Kunnamkulam,,,16,Sheeba Vinod,CPI(M),596
2005,Municipality,Thrissur,,Kunnamkulam,,,17,Subrahmunian A.M.,CPI(M),691
2005,Municipality,Thrissur,,Kunnamkulam,,,18,Mathews C.V.,INC,285
2005,Municipality,Thrissur,,Kunnamkulam,,,19,Babu C.K.,INC,481
2005,Municipality,Thrissur,,Kunnamkulam,,,20,Sukumaran M.A.,CPI(M),322
2005,Municipality,Thrissur,,Kunnamkulam,,,21,Sudheesh T.K.,CPI(M),484
2005,Municipality,Thrissur,,Kunnamkulam,,,22,Ambika Rajan,CPI,296
2005,Municipality,Thrissur,,Kunnamkulam,,,23,K.V. Shaji,CPI(M),341
2005,Municipality,Thrissur,,Kunnamkulam,,,24,Sitha Ravindran,CPI(M),632
2005,Municipality,Thrissur,,Kunnamkulam,,,25,Pushpa John,CPI(M),710
2005,Municipality,Thrissur,,Kunnamkulam,,,26,Adv: K.S. Binoy,CPI(M),489
2005,Municipality,Thrissur,,Kunnamkulam,,,27,Beena,CPI(M),641
2005,Municipality,Thrissur,,Kunnamkulam,,,28,P.S.Stanly,INDEPENDENT,384
2005,Municipality,Thrissur,,Kunnamkulam,,,29,Geetha Sasi,INDEPENDENT,451
2005,Municipality,Thrissur,,Kunnamkulam,,,30,T. Mukundan,CPI(M),655
2005,Municipality,Thrissur,,Kunnamkulam,,,31,Sumesh K.S.,CPI(M),522
2005,Municipality,Thrissur,,Kunnamkulam,,,32,Vennila Suresh,BJP,558
2005,Municipality,Thrissur,,Kunnamkulam,,,33,Ullas M.V.,BJP,407
2005,Municipality,Thrissur,,Kunnamkulam,,,34,C.K. Razaq,INDEPENDENT,355
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,"Chittoor Thathamangalam Municipality, Palakkad","Chittoor Thathamangalam Municipality, Palakkad","Chittoor Thathamangalam Municipality, Palakkad","Chittoor Thathamangalam Municipality, Palakkad"
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,Ward No,Elected Members,Front,Votes
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,1,Shamsudeen,CPI(M),452
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,2,Murukeshvari,INC,404
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,3,Madhu.K,INC,402
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,4,Rajan.A,INC,369
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,5,Soosamma Hillariose,CPI(M),339
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,6,Sarasamma.T,CPI(M),315
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,7,Girija Kuttykrishnan,INDEPENDENT,492
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,8,Sekaranunni.K.G,INC,567
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,9,Parukutty.K,CMP,398
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,10,Radika,CONGRESS(S),323
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,11,Vasanthanatarajan,DIC(K),396
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,12,Sadikkali.G,INC,501
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,13,Venu.K,CPI(M),335
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,14,Krishnaswamy.C.T,KC(J),392
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,15,Sumathi.v,INC,438
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,16,Subha.R,INC,402
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,17,Vijayan.K,CPI(M),411
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,18,Padmnabhan.A,KC(S),379
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,19,Lathika.V,INC,488
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,20,Kamalam,INC,461
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,21,Preetha.K.C,INC,599
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,22,Rajan.M,CONGRESS(S),403
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,23,Venu Gopalan,INC,407
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,24,Jayanthi.P,INC,288
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,25,Fareeda Begam,INDEPENDENT,
2005,Municipality,Palakkad,,Chittoor Thathamangalam,,,26,Basheer,CONGRESS(S),377
2005,Municipality,Palakkad,,Ottappalam,,,"Ottappalam Municipality, Palakkad","Ottappalam Municipality, Palakkad","Ottappalam Municipality, Palakkad","Ottappalam Municipality, Palakkad"
2005,Municipality,Palakkad,,Ottappalam,,,Ward No,Elected Members,Front,Votes
2005,Municipality,Palakkad,,Ottappalam,,,1,V.K.Mohan,CPI(M),529
2005,Municipality,Palakkad,,Ottappalam,,,2,P.Nalini,CPI(M),486
2005,Municipality,Palakkad,,Ottappalam,,,3,M.Kabeer,CPI(M),544
2005,Municipality,Palakkad,,Ottappalam,,,4,A.P.Umaiban,CPI(M),384
2005,Municipality,Palakkad,,Ottappalam,,,5,V.N.Rajappan,CPI,307
2005,Municipality,Palakkad,,Ottappalam,,,6,K.Sivadasan,BJP,362
2005,Municipality,Palakkad,,Ottappalam,,,7,M.K.Vinodhan,BJP,184
2005,Municipality,Palakkad,,Ottappalam,,,8,K.P.Showkath,ML,308
2005,Municipality,Palakkad,,Ottappalam,,,9,Susi Hameed,ML,265
2005,Municipality,Palakkad,,Ottappalam,,,10,Kunchu Muhammed,CPI(M),434
2005,Municipality,Palakkad,,Ottappalam,,,11,K.B.Shylaja,CPI(M),299
2005,Municipality,Palakkad,,Ottappalam,,,12,Bindu Teacher,CPI(M),462
2005,Municipality,Palakkad,,Ottappalam,,,13,S.Gangadharan,INDEPENDENT,514
2005,Municipality,Palakkad,,Ottappalam,,,14,Kunchi Raman Master,CPI(M),377
2005,Municipality,Palakkad,,Ottappalam,,,15,T.K.Unni Krishnan,CPI(M),531
2005,Municipality,Palakkad,,Ottappalam,,,16,M.Surendranathan,CPI(M),384
2005,Municipality,Palakkad,,Ottappalam,,,17,Geetha Haridas,CPI(M),387
2005,Municipality,Palakkad,,Ottappalam,,,18,Beena Balakrishnan,CPI(M),494
2005,Municipality,Palakkad,,Ottappalam,,,19,C.Kutty Sankaran,CPI(M),399
2005,Municipality,Palakkad,,Ottappalam,,,20,Rani Jose,INC,657
2005,Municipality,Palakkad,,Ottappalam,,,21,Jisha.C,INC,323
2005,Municipality,Palakkad,,Ottappalam,,,22,P.M.A.Jaleel,ML,448
2005,Municipality,Palakkad,,Ottappalam,,,23,Akbar sias,CPI(M),404
2005,Municipality,Palakkad,,Ottappalam,,,24,S.Selvan,INC,372
2005,Municipality,Palakkad,,Ottappalam,,,25,Bindu.M.,INDEPENDENT,387
2005,Municipality,Palakkad,,Ottappalam,,,26,K.M.Shiji,CPI(M),390
2005,Municipality,Palakkad,,Ottappalam,,,27,E.Prabakaran,CPI(M),473
2005,Municipality,Palakkad,,Ottappalam,,,28,Ramarajan (Rajan Master),CPI(M),402
2005,Municipality,Palakkad,,Ottappalam,,,29,M.S.Krishnan Kutty,CPI(M),562
2005,Municipality,Palakkad,,Ottappalam,,,30,Vasantha Malliparambil,CPI(M),428
2005,Municipality,Palakkad,,Ottappalam,,,31,Sathiyan.Perumbarakodu,INC,429
2005,Municipality,Palakkad,,Ottappalam,,,32,Balrajan,CPI(M),493
2005,Municipality,Palakkad,,Ottappalam,,,33,K.Rajan,CPI(M),583
2005,Municipality,Palakkad,,Palakkad,,,"Palakkad Municipality, Palakkad","Palakkad Municipality, Palakkad","Palakkad Municipality, Palakkad","Palakkad Municipality, Palakkad"
2005,Municipality,Palakkad,,Palakkad,,,Ward No,Elected Members,Front,Votes
2005,Municipality,Palakkad,,Palakkad,,,1,Asees master,INC,419
2005,Municipality,Palakkad,,Palakkad,,,2,P.N.Viswanadhan,INC,466
2005,Municipality,Palakkad,,Palakkad,,,3,O.Prema,CPI(M),608
2005,Municipality,Palakkad,,Palakkad,,,4,Nilavarnneesa,INDEPENDENT,427
2005,Municipality,Palakkad,,Palakkad,,,5,Ganakrishnan,BJP,573
2005,Municipality,Palakkad,,Palakkad,,,6,Uma C.N,INC,498
2005,Municipality,Palakkad,,Palakkad,,,7,L.V.Gopalakrishnan,BJP,368
2005,Municipality,Palakkad,,Palakkad,,,8,P.Leeladharan,CPI(M),746
2005,Municipality,Palakkad,,Palakkad,,,9,Bhavadas.k,INC,699
2005,Municipality,Palakkad,,Palakkad,,,10,Krishnakumari.C.P,INDEPENDENT,434
2005,Municipality,Palakkad,,Palakkad,,,11,Prameela sasidharan,BJP,539
2005,Municipality,Palakkad,,Palakkad,,,12,Dhevayani,INC,417
2005,Municipality,Palakkad,,Palakkad,,,13,Indhira prabhakaran,CPI(M),529
2005,Municipality,Palakkad,,Palakkad,,,14,C.Krishnakumar,BJP,863
2005,Municipality,Palakkad,,Palakkad,,,15,saheeda,ML,704
2005,Municipality,Palakkad,,Palakkad,,,16,P.V.Rajesh,INC,490
2005,Municipality,Palakkad,,Palakkad,,,17,P.M.Vijayakumar,ML,686
2005,Municipality,Palakkad,,Palakkad,,,18,G.Prabhakaran,BJP,461
2005,Municipality,Palakkad,,Palakkad,,,19,P.Chinnummalu,BJP,312
2005,Municipality,Palakkad,,Palakkad,,,20,R.Udhayakumar,CPI(M),443
2005,Municipality,Palakkad,,Palakkad,,,21,M.K.Mughesh kumar,INC,634
2005,Municipality,Palakkad,,Palakkad,,,22,M.Asokan,CPI(M),543
2005,Municipality,Palakkad,,Palakkad,,,23,C.Kidhermuhammed,DIC(K),674
2005,Municipality,Palakkad,,Palakkad,,,24,Kuppelan,INC,547
2005,Municipality,Palakkad,,Palakkad,,,25,Bijumon,CPI(M),427
2005,Municipality,Palakkad,,Palakkad,,,26,Babu.K,CPI(M),577
2005,Municipality,Palakkad,,Palakkad,,,27,Bhama.N.P,CPI(M),545
2005,Municipality,Palakkad,,Palakkad,,,28,Chandrankutty.A.K,CPI(M),611
2005,Municipality,Palakkad,,Palakkad,,,29,Kumari.A,CPI(M),760
2005,Municipality,Palakkad,,Palakkad,,,30,Jaleel.K.A,CPI(M),818
2005,Municipality,Palakkad,,Palakkad,,,31,Badharunneesa(Poovi),ML,708
2005,Municipality,Palakkad,,Palakkad,,,32,Sadhanandan,INDEPENDENT,730
2005,Municipality,Palakkad,,Palakkad,,,33,Thomas.A,CPI(M),803
2005,Municipality,Palakkad,,Palakkad,,,34,Chembakam.A,INC,914
2005,Municipality,Palakkad,,Palakkad,,,35,Kajahusain.K.K,ML,705
2005,Municipality,Palakkad,,Palakkad,,,36,K.Mani,INC,515
2005,Municipality,Palakkad,,Palakkad,,,37,Narayanan.N.P,INDEPENDENT,550
2005,Municipality,Palakkad,,Palakkad,,,38,Dhanalakshmi.k,CPI(M),590
2005,Municipality,Palakkad,,Palakkad,,,39,Savithri.M,INC,337
2005,Municipality,Palakkad,,Palakkad,,,40,Nadesan.V,BJP,603
2005,Municipality,Palakkad,,Palakkad,,,41,Sabu.p,BJP,668
2005,Municipality,Palakkad,,Palakkad,,,42,Sabari.U,BJP,906
2005,Municipality,Palakkad,,Palakkad,,,43,Arunamuthukumar,BJP,849
2005,Municipality,Palakkad,,Palakkad,,,44,Sivarajan.N,BJP,904
2005,Municipality,Palakkad,,Palakkad,,,45,Manikyan.A,INDEPENDENT,360
2005,Municipality,Palakkad,,Palakkad,,,46,M.Kajahusain,ML,473
2005,Municipality,Palakkad,,Palakkad,,,47,Subrahmanyan.S.R,BJP,1102
2005,Municipality,Palakkad,,Palakkad,,,48,Thevarukutty.M,BJP,859
2005,Municipality,Palakkad,,Palakkad,,,49,Janardhanan.k (Sasi),BJP,543
2005,Municipality,Palakkad,,Palakkad,,,50,Sathyabhama.p,INDEPENDENT,702
2005,Municipality,Palakkad,,Shornur,,,"Shornur Municipality, Palakkad","Shornur Municipality, Palakkad","Shornur Municipality, Palakkad","Shornur Municipality, Palakkad"
2005,Municipality,Palakkad,,Shornur,,,Ward No,Elected Members,Front,Votes
2005,Municipality,Palakkad,,Shornur,,,1,E.Krishnan Kutty,INC,311
2005,Municipality,Palakkad,,Shornur,,,2,V.SarathChandran,CPI(M),331
2005,Municipality,Palakkad,,Shornur,,,3,V.Vimala,CPI(M),609
2005,Municipality,Palakkad,,Shornur,,,4,T.Satheesh Babu,CPI(M),262
2005,Municipality,Palakkad,,Shornur,,,5,V.M.UnniKrishnan,BJP,376
2005,Municipality,Palakkad,,Shornur,,,6,M.Surendran,CPI(M),392
2005,Municipality,Palakkad,,Shornur,,,7,C.Subrahmanian,CPI(M),495
2005,Municipality,Palakkad,,Shornur,,,8,O.P.GovindanKutty,CPI(M),550
2005,Municipality,Palakkad,,Shornur,,,9,P.GovindanKutty,CPI(M),402
2005,Municipality,Palakkad,,Shornur,,,10,C.Ramachandran,INDEPENDENT,394
2005,Municipality,Palakkad,,Shornur,,,11,K.Sagunthala,CPI(M),453
2005,Municipality,Palakkad,,Shornur,,,12,E.VijayaLakshmi,CPI(M),372
2005,Municipality,Palakkad,,Shornur,,,13,T.K.Hameed,INC,246
2005,Municipality,Palakkad,,Shornur,,,14,K.Muraleedaran,INC,480
2005,Municipality,Palakkad,,Shornur,,,15,Adv.Krishna Veni,INC,285
2005,Municipality,Palakkad,,Shornur,,,16,V.K.Sree Kandan,INC,405
2005,Municipality,Palakkad,,Shornur,,,17,V.K.Sree Krishnan,INC,388
2005,Municipality,Palakkad,,Shornur,,,18,S.Ramakrishnan,INDEPENDENT,235
2005,Municipality,Palakkad,,Shornur,,,19,K.Sarala,CPI(M),498
2005,Municipality,Palakkad,,Shornur,,,20,S.Krishnadas,CPI(M),441
2005,Municipality,Palakkad,,Shornur,,,21,T.Muraleedharan,CPI(M),523
2005,Municipality,Palakkad,,Shornur,,,22,K.Krishnakumar,INC,516
2005,Municipality,Palakkad,,Shornur,,,23,Baby Girija,CPI(M),456
2005,Municipality,Palakkad,,Shornur,,,24,N.C.Saraswathi,CPI(M),500
2005,Municipality,Palakkad,,Shornur,,,25,P.P.Rajani,CPI(M),508
2005,Municipality,Palakkad,,Shornur,,,26,M.R.Murali,CPI(M),453
2005,Municipality,Palakkad,,Shornur,,,27,C.K.Jayalakshmi,CPI(M),473
2005,Municipality,Palakkad,,Shornur,,,28,V.VijayaLakshmi,CPI(M),294
2005,Municipality,Palakkad,,Shornur,,,29,K.P.Prasad,CPI(M),493
2005,Municipality,Palakkad,,Shornur,,,30,P.Mohamad,INC,311
2005,Municipality,Malappuram,,Malappuram,,,"Malappuram Municipality, Malappuram","Malappuram Municipality, Malappuram","Malappuram Municipality, Malappuram","Malappuram Municipality, Malappuram"
2005,Municipality,Malappuram,,Malappuram,,,Ward No,Elected Members,Front,Votes
2005,Municipality,Malappuram,,Malappuram,,,1,P.P.Abduhaji,CPI(M),644
2005,Municipality,Malappuram,,Malappuram,,,2,Panambuzha Arathodi Abdul Saleem,ML,630
2005,Municipality,Malappuram,,Malappuram,,,3,Pulliyil shaharban,INDEPENDENT,560
2005,Municipality,Malappuram,,Malappuram,,,4,Muhammed Iqbal. C.K,ML,722
2005,Municipality,Malappuram,,Malappuram,,,5,C.H. Jameela Teacher,ML,498
2005,Municipality,Malappuram,,Malappuram,,,6,N.K. Usman,ML,535
2005,Municipality,Malappuram,,Malappuram,,,7,Moidheen Haji,INC,376
2005,Municipality,Malappuram,,Malappuram,,,8,Rasira Sunilkumar,CPI(M),423
2005,Municipality,Malappuram,,Malappuram,,,9,O. Sahadevan,CPI(M),425
2005,Municipality,Malappuram,,Malappuram,,,10,Kalluvalappil Asha,CPI(M),249
2005,Municipality,Malappuram,,Malappuram,,,11,Sasi Master,CPI(M),545
2005,Municipality,Malappuram,,Malappuram,,,12,Advocate Ayyub Arikkath,ML,574
2005,Municipality,Malappuram,,Malappuram,,,13,K.P. Anil,CPI(M),496
2005,Municipality,Malappuram,,Malappuram,,,14,Haris Amiyan,ML,364
2005,Municipality,Malappuram,,Malappuram,,,15,Veekshanam Mohammed,INC,484
2005,Municipality,Malappuram,,Malappuram,,,16,Kallidumbil Vinod,CPI(M),430
2005,Municipality,Malappuram,,Malappuram,,,17,P.K. Fathima Suhra,ML,477
2005,Municipality,Malappuram,,Malappuram,,,18,U. Krishnan,CPI(M),577
2005,Municipality,Malappuram,,Malappuram,,,19,Haseena,ML,290
2005,Municipality,Malappuram,,Malappuram,,,20,Kiliyamannil Yacoob,ML,573
2005,Municipality,Malappuram,,Malappuram,,,21,Perumballi Saith,INDEPENDENT,444
2005,Municipality,Malappuram,,Malappuram,,,22,Musthafa,ML,404
2005,Municipality,Malappuram,,Malappuram,,,23,Shailaja. K,ML,594
2005,Municipality,Malappuram,,Malappuram,,,24,Hussain,INC,542
2005,Municipality,Malappuram,,Malappuram,,,25,Kappor Koothratt Hamza,ML,597
2005,Municipality,Malappuram,,Malappuram,,,26,Ramla Basheer,CPI(M),573
2005,Municipality,Malappuram,,Malappuram,,,27,Kappoor shameer,ML,555
2005,Municipality,Malappuram,,Malappuram,,,28,Subaida Manu Master,ML,558
2005,Municipality,Malappuram,,Malappuram,,,29,Valan Kadeeja,INDEPENDENT,490
2005,Municipality,Malappuram,,Malappuram,,,30,Sharban Teacher,ML,500
2005,Municipality,Malappuram,,Malappuram,,,31,C.P. Hameed,ML,530
2005,Municipality,Malappuram,,Malappuram,,,32,Mohammed Abdul Kader,ML,461
2005,Municipality,Malappuram,,Malappuram,,,33,Arabi Subaida,ML,621
2005,Municipality,Malappuram,,Malappuram,,,34,Kuruniyan Chekku,ML,582
2005,Municipality,Malappuram,,Malappuram,,,35,Kodalikkunnan Ummar,ML,465
2005,Municipality,Malappuram,,Malappuram,,,36,Mannayil Jameela,ML,504
2005,Municipality,Malappuram,,Malappuram,,,37,Nanath Mosa Haji,ML,482
2005,Municipality,Malappuram,,Manjeri,,,"Manjeri Municipality, Malappuram","Manjeri Municipality, Malappuram","Manjeri Municipality, Malappuram","Manjeri Municipality, Malappuram"
2005,Municipality,Malappuram,,Manjeri,,,Ward No,Elected Members,Front,Votes
2005,Municipality,Malappuram,,Manjeri,,,1,Safar Shantha,ML,619
2005,Municipality,Malappuram,,Manjeri,,,2,Ullattil Mohammed Ismail,ML,677
2005,Municipality,Malappuram,,Manjeri,,,3,Mecheri Ummer Kutty,ML,777
2005,Municipality,Malappuram,,Manjeri,,,4,Vallanchira Hussain,INC,434
2005,Municipality,Malappuram,,Manjeri,,,5,Kakkengal Naseema,ML,551
2005,Municipality,Malappuram,,Manjeri,,,6,Deva vilas Krishnan Kutty,CPI(M),399
2005,Municipality,Malappuram,,Manjeri,,,7,Habeeb Rahman Kurikkal,ML,504
2005,Municipality,Malappuram,,Manjeri,,,8,PuzhiKooth Abdu rahiman Enna Abdu,INC,677
2005,Municipality,Malappuram,,Manjeri,,,9,P T Mohammed Ashraf,ML,440
2005,Municipality,Malappuram,,Manjeri,,,10,Jisha Punnakuzhi,CPI(M),617
2005,Municipality,Malappuram,,Manjeri,,,11,Vallanchira Mohammedali,ML,804
2005,Municipality,Malappuram,,Manjeri,,,12,Azeez Cheeran thodi,INC,546
2005,Municipality,Malappuram,,Manjeri,,,13,Ummer Haji,ML,464
2005,Municipality,Malappuram,,Manjeri,,,14,karippalil Ibrahim,ML,498
2005,Municipality,Malappuram,,Manjeri,,,15,Vallanchira Jameela,ML,497
2005,Municipality,Malappuram,,Manjeri,,,16,Cheenikka valappil Shobana,CPI(M),344
2005,Municipality,Malappuram,,Manjeri,,,17,Marunnan Mohammed,ML,629
2005,Municipality,Malappuram,,Manjeri,,,18,Manchery Thuppath Fathima,ML,596
2005,Municipality,Malappuram,,Manjeri,,,19,Manchery Fasla,CPI(M),638
2005,Municipality,Malappuram,,Manjeri,,,20,Puspalatha Neelambra,ML,605
2005,Municipality,Malappuram,,Manjeri,,,21,Raju Chirangayil,INC,532
2005,Municipality,Malappuram,,Manjeri,,,22,Kabeer Puthu Kolly Pallattil,ML,700
2005,Municipality,Malappuram,,Manjeri,,,23,Puthu Kolly nair veettil Haneefa,CPI(M),625
2005,Municipality,Malappuram,,Manjeri,,,24,Puzhakkara Puspalatha,CPI,440
2005,Municipality,Malappuram,,Manjeri,,,25,Shahina Vadakkakara Pallithara,ML,666
2005,Municipality,Malappuram,,Manjeri,,,26,Thresyamma Vadakkekkoot,INC,654
2005,Municipality,Malappuram,,Manjeri,,,27,Kuvvakkadan Ubaid,CPI(M),450
2005,Municipality,Malappuram,,Manjeri,,,28,Adv. C. Sreedharan Nair,CPI(M),511
2005,Municipality,Malappuram,,Manjeri,,,29,Pangottil Raveendran Nair,INC,626
2005,Municipality,Malappuram,,Manjeri,,,30,Thalappil Khadeeja,CPI(M),506
2005,Municipality,Malappuram,,Manjeri,,,31,Shamsu Punnakkal,CPI(M),437
2005,Municipality,Malappuram,,Manjeri,,,32,C. Vijayalakshmi,CPI(M),350
2005,Municipality,Malappuram,,Manjeri,,,33,P.N. Kesavan,CPI(M),514
2005,Municipality,Malappuram,,Manjeri,,,34,A.M. Gopalakrishnan (Unniettan),CPI(M),627
2005,Municipality,Malappuram,,Manjeri,,,35,Kulamadathil Shabanu Shereef,ML,671
2005,Municipality,Malappuram,,Manjeri,,,36,Chelathadathil Safiya,ML,573
2005,Municipality,Malappuram,,Manjeri,,,37,Chakkiparambil Musthafa,ML,608
2005,Municipality,Malappuram,,Manjeri,,,38,K.P. Mariyumma,INDEPENDENT,543
2005,Municipality,Malappuram,,Manjeri,,,39,Puthalathvalappil Rukia,ML,715
2005,Municipality,Malappuram,,Manjeri,,,40,Mecheri Abdul Asees,ML,914
2005,Municipality,Malappuram,,Manjeri,,,41,Pakkarath Indira,INDEPENDENT,501
2005,Municipality,Malappuram,,Manjeri,,,42,Thadavalli Mini,ML,591
2005,Municipality,Malappuram,,Manjeri,,,43,Kayanikkara Alavikkutty,ML,526
2005,Municipality,Malappuram,,Manjeri,,,44,Kuttikkadan Kunhimohammed Haji,INDEPENDENT,731
2005,Municipality,Malappuram,,Manjeri,,,45,Kodakkadan Hassan,INDEPENDENT,527
2005,Municipality,Malappuram,,Manjeri,,,46,Poonthala Ahammed,CPI(M),507
2005,Municipality,Malappuram,,Manjeri,,,47,Athimannil Kokkuth Moidheen,ML,798
2005,Municipality,Malappuram,,Perinthalmanna,,,"Perinthalmanna Municipality, Malappuram","Perinthalmanna Municipality, Malappuram","Perinthalmanna Municipality, Malappuram","Perinthalmanna Municipality, Malappuram"
2005,Municipality,Malappuram,,Perinthalmanna,,,Ward No,Elected Members,Front,Votes
2005,Municipality,Malappuram,,Perinthalmanna,,,1,Aranhikkal Anandan,INDEPENDENT,474
2005,Municipality,Malappuram,,Perinthalmanna,,,2,Thamarath Haseena,ML,480
2005,Municipality,Malappuram,,Perinthalmanna,,,3,Thamarath Sajina,INC,395
2005,Municipality,Malappuram,,Perinthalmanna,,,4,Koramkalathil Raihanath,ML,305
2005,Municipality,Malappuram,,Perinthalmanna,,,5,Eduvammal Akbar,INDEPENDENT,367
