district_2020,ps_2020,gp_2020,reservation_2020
Chittorgarh,Doongla,Mangalwad,ST
Chittorgarh,Doongla,Morwan,OBC (Woman)
Chittorgarh,Doongla,Nadakheda,General (Woman)
Bhilwara,Banera,Lambiya Kala,General (Woman)
Bhilwara,Banera,Lambiya Khurd,SC (Woman)
Bhilwara,Banera,Mahuakhurd,General
Bhilwara,Banera,Meghras,OBC
Bhilwara,Bijauliya,Bijoliya Khurd,ST
Bhilwara,Bijauliya,Chand Ji Ke Khedi,General
Bhilwara,Bijauliya,Gopalpura,General
Bhilwara,Bijauliya,Gudha (Rana Ji Ka),ST
Bhilwara,Bijauliya,Jalidri,General (Woman)
Bhilwara,Bijauliya,Kansya,OBC (Woman)
Chittorgarh,Bhopalsagar,Chorwadi,General (Woman)
Chittorgarh,Bhopalsagar,Falasiya,General (Woman)
Chittorgarh,Bhopalsagar,Gundali,OBC (Woman)
Chittorgarh,Bhopalsagar,Jashma,General
Chittorgarh,Doongla,Nangwali,General (Woman)
Chittorgarh,Doongla,Negadiya,OBC
Chittorgarh,Doongla,Nogawa,General
Chittorgarh,Doongla,Palod,OBC (Woman)
Chittorgarh,Doongla,Pirana,General (Woman)
Chittorgarh,Doongla,Rawatpura,ST
Chittorgarh,Doongla,Sangesara,General (Woman)
Bhilwara,Banera,Mushi,OBC
Bhilwara,Banera,Nimbaheda Kalan,SC
Bhilwara,Banera,Raiala,OBC (Woman)
Bhilwara,Banera,Rakshi,General (Woman)
Bhilwara,Banera,Roophelikhurd,ST
Bhilwara,Bijauliya,Lakshmikheda,SC (Woman)
Bhilwara,Bijauliya,Makredi,General
Bhilwara,Bijauliya,Malka Kheda,SC (Woman)
Bhilwara,Bijauliya,Mangtala,SC
Bhilwara,Bijauliya,Naya Nagar,General
Bhilwara,Bijauliya,Salavtiya,ST (Woman)
Chittorgarh,Bhopalsagar,Kanadkheda,ST
Chittorgarh,Bhopalsagar,Kanakheda,SC (Woman)
Chittorgarh,Bhopalsagar,Kankarwa,General (Woman)
Chittorgarh,Bhopalsagar,Murla,SC
Chittorgarh,Bhopalsagar,Nilod,General
Chittorgarh,Doongla,Semliya,General (Woman)
Bhilwara,Banera,Salriya Kala,General (Woman)
Bhilwara,Banera,Sardar Nagar,General
Bhilwara,Banera,Upreda,General
Bhilwara,Bijauliya,Sardarm Ji Ka Kheda,General
Bhilwara,Bijauliya,Shyampura,General (Woman)
Bhilwara,Bijauliya,Sukhpura,ST
Bhilwara,Bijauliya,Tharoda,OBC
Bhilwara,Bijauliya,Tilsawa,SC
Bhilwara,Bijauliya,Umaji Ka Kheda,General (Woman)
Chittorgarh,Bhopalsagar,Pari,OBC
Chittorgarh,Bhopalsagar,Patoliya,General (Woman)
Chittorgarh,Bhopalsagar,Tana,General (Woman)
Chittorgarh,Bhopalsagar,Usrol,SC
Chittorgarh,Chittorgarh,Abhaypur,OBC
Bhilwara,Bijauliya,Vikrampura,General (Woman)
Chittorgarh,Chittorgarh,Amarpura,General (Woman)
Chittorgarh,Chittorgarh,Amarpura,General
Chittorgarh,Chittorgarh,Arniyapanth,OBC (Woman)
Chittorgarh,Chittorgarh,Awanlheda,General (Woman)
Chittorgarh,Chittorgarh,Badodiya,ST (Woman)
Chittorgarh,Chittorgarh,Bassi,General
Chittorgarh,Bhainsrorgarh,Badodiya,ST (Woman)
Chittorgarh,Chittorgarh,Bijaypur,General
Chittorgarh,Chittorgarh,Chiksi,General (Woman)
Chittorgarh,Chittorgarh,Devri,OBC (Woman)
Chittorgarh,Chittorgarh,Dhanetkalan,General
Chittorgarh,Chittorgarh,Eral,OBC
Chittorgarh,Bhainsrorgarh,Badoliya,General (Woman)
Chittorgarh,Bhainsrorgarh,Balkundikalan,General (Woman)
Chittorgarh,Bhainsrorgarh,Barkheda,General (Woman)
Chittorgarh,Bhainsrorgarh,Bassi,ST
Chittorgarh,Bhainsrorgarh,Bhainsroadgarh,SC (Woman)
Chittorgarh,Chittorgarh,Ghatiyawali,General (Woman)
Chittorgarh,Chittorgarh,Ghosunda,OBC
Chittorgarh,Chittorgarh,Gilund,General (Woman)
Chittorgarh,Chittorgarh,Goshundi,General
Chittorgarh,Bhainsrorgarh,Borav,General
Chittorgarh,Bhainsrorgarh,Devpura,SC
Chittorgarh,Bhainsrorgarh,Dhangadmaukalan,General (Woman)
Chittorgarh,Bhainsrorgarh,Dhavdkalan,ST (Woman)
Chittorgarh,Bhainsrorgarh,Eklingpura,ST
Chittorgarh,Chittorgarh,Jalampura,General (Woman)
Chittorgarh,Chittorgarh,Kashmor,General (Woman)
Chittorgarh,Chittorgarh,Keljar,General
Chittorgarh,Chittorgarh,Maanpura,SC (Woman)
Chittorgarh,Chittorgarh,Nagri,SC
Chittorgarh,Bhainsrorgarh,Gopalpura,SC
Chittorgarh,Bhainsrorgarh,Jalkheda,General (Woman)
Chittorgarh,Bhainsrorgarh,Jawada,General
Chittorgarh,Bhainsrorgarh,Jhalarbawadi,ST
Chittorgarh,Bhainsrorgarh,Jharjhani,General (Woman)
Chittorgarh,Bhainsrorgarh,Khatikheda,General
Chittorgarh,Bhainsrorgarh,Kuakheda (Jawahar Nagar),General
Chittorgarh,Chittorgarh,Narela,SC (Woman)
Chittorgarh,Chittorgarh,Netawal Maharaj,General (Woman)
Chittorgarh,Chittorgarh,Netawalgarh Pachali,General (Woman)
Chittorgarh,Chittorgarh,Ochdi,OBC
Chittorgarh,Chittorgarh,Odund,ST (Woman)
Chittorgarh,Chittorgarh,Pal,SC
Chittorgarh,Chittorgarh,Palka,ST
Chittorgarh,Chittorgarh,Pandoli Mataji,OBC (Woman)
Chittorgarh,Chittorgarh,Rolaheda,SC
Chittorgarh,Bhadesar,Aakola Kalan,SC
Chittorgarh,Bhainsrorgarh,Kushalgarh,ST (Woman)
Chittorgarh,Bhainsrorgarh,Luhariya,General
Chittorgarh,Bhainsrorgarh,Mandesra,OBC
Chittorgarh,Bhainsrorgarh,Rajpura,General (Woman)
Chittorgarh,Bhainsrorgarh,Renkheda,ST (Woman)
Chittorgarh,Bhainsrorgarh,Sanita,ST
Chittorgarh,Bhainsrorgarh,Shripura,General (Woman)
Chittorgarh,Chittorgarh,Sahnawa,General
Chittorgarh,Chittorgarh,Samri,ST
Chittorgarh,Chittorgarh,Satpura,ST
Chittorgarh,Chittorgarh,Sawa,SC
Chittorgarh,Bhadesar,Aakya,General
Chittorgarh,Bhadesar,Aasavara,General (Woman)
Chittorgarh,Bhadesar,Bagund,OBC (Woman)
Chittorgarh,Bhadesar,Bansen,OBC
Chittorgarh,Bhadesar,Bhadesar,General (Woman)
Chittorgarh,Bhadesar,Bhadsoda,General
Chittorgarh,Bhainsrorgarh,Tamboliya,ST
Chittorgarh,Bhainsrorgarh,Tolo Ka Luhariya,General
Chittorgarh,Chittorgarh,Semaliya,General
Chittorgarh,Chittorgarh,Semalpura,OBC (Woman)
Chittorgarh,Chittorgarh,Shadi,SC (Woman)
Chittorgarh,Chittorgarh,Shambhupura,General
Chittorgarh,Chittorgarh,Songar,General (Woman)
Chittorgarh,Chittorgarh,Tumbadiya,General
Chittorgarh,Begun,Anoppura,SC
Chittorgarh,Bhadesar,Bhalundi,General
Chittorgarh,Bhadesar,Dheerji Ka Kheda,SC (Woman)
Chittorgarh,Bhadesar,Gardana,General
Chittorgarh,Bhadesar,Kannoj,General (Woman)
Chittorgarh,Bhadesar,Kanthariya,OBC (Woman)
Chittorgarh,Chittorgarh,Udapura,General (Woman)
Chittorgarh,Begun,Anwalheda,General (Woman)
Chittorgarh,Begun,Barniyas,ST (Woman)
Chittorgarh,Begun,Bichor,OBC (Woman)
Chittorgarh,Begun,Chenchi,General
Chittorgarh,Begun,Dhamancha,General
Chittorgarh,Begun,Dolatpura,ST
Chittorgarh,Begun,Dorai,General (Woman)
Chittorgarh,Begun,Dugar,General
Chittorgarh,Begun,Gopalpura Barad,SC (Woman)
Chittorgarh,Bhadesar,Karediya,OBC
Chittorgarh,Bhadesar,Khodip,General
Chittorgarh,Bhadesar,Kuntana,ST (Woman)
Chittorgarh,Bhadesar,Leswa,SC
Chittorgarh,Begun,Govindpura,SC
Chittorgarh,Begun,Itawa,SC (Woman)
Chittorgarh,Begun,Jainagarh,OBC
Chittorgarh,Begun,Katunda,SC
Chittorgarh,Bhadesar,Mandfiya,General (Woman)
Chittorgarh,Bhadesar,Nahargarh,General (Woman)
Chittorgarh,Bhadesar,Nanana,General
Chittorgarh,Bhadesar,Napaniya,General (Woman)
Chittorgarh,Begun,Kerpura,General (Woman)
Chittorgarh,Begun,Khedi,OBC
Chittorgarh,Begun,Madhopur,OBC (Woman)
Chittorgarh,Begun,Mandawari,General (Woman)
Chittorgarh,Begun,Meghniwas,General
Chittorgarh,Bhadesar,Napawali,SC (Woman)
Chittorgarh,Bhadesar,Piplwas,General (Woman)
Chittorgarh,Bhadesar,Potlakalan,ST
Chittorgarh,Bhadesar,Revliya Khurd,OBC
Chittorgarh,Bhadesar,Sukhwada,General
Chittorgarh,Begun,Meghpura,General
Chittorgarh,Begun,Motipura,OBC (Woman)
Chittorgarh,Begun,Nadwai,ST
Chittorgarh,Begun,Parsoli,General (Woman)
Chittorgarh,Begun,Rajgarh,General
Chittorgarh,Begun,Rampuria,General (Woman)
Chittorgarh,Begun,Rawarda,OBC
Chittorgarh,Begun,Rayata,General (Woman)
Chittorgarh,Begun,Samariya Kalan,General
Chittorgarh,Begun,Shadi,General
Chittorgarh,Begun,Suwaniya,ST (Woman)
Chittorgarh,Begun,Thukarai,General (Woman)
Bharatpur,Nagar,Bhatpura,General (Woman)
Bharatpur,Nagar,Chirawalmali,General (Woman)
Bharatpur,Nagar,Dundawal,General (Woman)
Bharatpur,Nagar,Fatehpurkalan,OBC
Bharatpur,Nagar,Gahankar,General
Bharatpur,Nagar,Gangawak,General (Woman)
Bharatpur,Nagar,Gulpada,General
Bharatpur,Nagar,Jaluki,General
Bharatpur,Nagar,Jhanjhar,SC
Bharatpur,Nagar,Khankhawali,General
Bharatpur,Nagar,Khesti,SC
Bharatpur,Nagar,Moraka,SC (Woman)
Bharatpur,Nagar,Mudoti,General
Bharatpur,Nagar,Mundiya,General (Woman)
Bharatpur,Nagar,Padlwas,General
Bharatpur,Nagar,Palka,OBC (Woman)
Bharatpur,Nagar,Pendka,General
Bharatpur,Nagar,Rasiya,General (Woman)
Bharatpur,Nagar,Sadakpuri,OBC (Woman)
Bharatpur,Nagar,Saimlakala,OBC
Bharatpur,Nagar,Semli,ST
Bharatpur,Nagar,Sirthala,General (Woman)
Bharatpur,Nagar,Sundarwali,General (Woman)
Bharatpur,Nagar,Tarodar,General
Bharatpur,Nagar,Thoon,General (Woman)
Bharatpur,Uchhain,Aghapur,General (Woman)
Bharatpur,Uchhain,Andhiyari,General (Woman)
Bharatpur,Uchhain,Bahrarekhpura,SC
Bharatpur,Uchhain,Barigha,General
Bharatpur,Uchhain,Bhainsa,OBC (Woman)
Bharatpur,Uchhain,Bhrahmafi,OBC
Bharatpur,Uchhain,Chichana,General (Woman)
Bharatpur,Uchhain,Ekta,General (Woman)
Bharatpur,Uchhain,Fatehpur,SC
Bharatpur,Uchhain,Gahlau,SC (Woman)
Bharatpur,Uchhain,Kalyanpur,General (Woman)
Bharatpur,Uchhain,Khadaira,General
Bharatpur,Uchhain,Khairara,OBC (Woman)
Bharatpur,Uchhain,Khudasa,SC (Woman)
Bharatpur,Uchhain,Kurka,General (Woman)
Bharatpur,Uchhain,Mudera,SC
Bharatpur,Uchhain,Nagla Bija,OBC
Bharatpur,Uchhain,Nagla Terhiyamafi,General
Bharatpur,Uchhain,Pichuna,General
Bharatpur,Uchhain,Pingora,OBC
Bharatpur,Uchhain,Sahna,General
Bharatpur,Uchhain,Saidpura,General (Woman)
Bharatpur,Uchhain,Tehra Lodha,General
Bharatpur,Uchhain,Uchchain,SC (Woman)
Bharatpur,Sewar,Bachhmdi,SC
Bharatpur,Sewar,Bahnera,General (Woman)
Bharatpur,Sewar,Bansikhurd,ST
Bharatpur,Sewar,Barsoo,OBC (Woman)
Bharatpur,Sewar,Bilothi,OBC (Woman)
Bharatpur,Sewar,Chiksana,OBC
Bharatpur,Sewar,Dhaurmui,SC (Woman)
Bharatpur,Sewar,Ekran,General
Bharatpur,Sewar,Ganwadi,General (Woman)
Bharatpur,Sewar,Ghusiyari,General (Woman)
Bharatpur,Sewar,Haithani,SC (Woman)
Bharatpur,Sewar,Jaghina,SC
Bharatpur,Sewar,Jatoli Rathwan,General
Bharatpur,Sewar,Jharoli,SC
Bharatpur,Sewar,Khemra,General
Bharatpur,Sewar,Kumha,General (Woman)
Bharatpur,Sewar,Ludhawai,General
Bharatpur,Sewar,Madarpur,General (Woman)
Bharatpur,Sewar,Madhoni,SC (Woman)
Bharatpur,Sewar,Mahua,SC
Bharatpur,Sewar,Malah,General
Bharatpur,Sewar,Morolikalan,OBC
Bharatpur,Sewar,Mudhota,General (Woman)
Bharatpur,Sewar,Mudhota,OBC (Woman)
Bharatpur,Sewar,Murwara,OBC
Bharatpur,Sewar,Par,OBC (Woman)
Bharatpur,Sewar,Phulwara,General (Woman)
Bharatpur,Sewar,Pipala,General (Woman)
Bharatpur,Sewar,Rampura,SC
Bharatpur,Sewar,Rundh Ekran,General
Bharatpur,Sewar,Sunari,SC (Woman)
Bharatpur,Sewar,Tuhiya,General
Bharatpur,Sewar,Undra,General (Woman)
Bharatpur,Vair,Aamoli,General (Woman)
Bharatpur,Vair,Bajherakalan,SC (Woman)
Bharatpur,Vair,Bhutoli,SC
Bharatpur,Bayana,Bagren,General
Bharatpur,Vair,Chakardharsoni,General
Bharatpur,Vair,Dharsoni,General
Bharatpur,Bayana,Bajna,SC
Bharatpur,Bayana,Bandh Baaretha,SC (Woman)
Bharatpur,Bayana,Barkhera,General
Bharatpur,Bayana,Baronda,SC
Bharatpur,Bayana,Bhramwad,General
Bharatpur,Vair,Gagroli,General
Bharatpur,Vair,Govindpura,General (Woman)
Barmer,Aadel,Adarsh Aadel,OBC
Bharatpur,Bayana,Dehgaon,SC
Bharatpur,Bayana,Dhadheren,SC (Woman)
Bharatpur,Bayana,Farso,OBC
Bharatpur,Vair,Halena,SC
Bharatpur,Vair,Hateejar,OBC (Woman)
Bharatpur,Vair,Hathodi,OBC
Barmer,Aadel,Adele,General (Woman)
Barmer,Aadel,Ankhiya,OBC (Woman)
Barmer,Aadel,Band,General (Woman)
Barmer,Aadel,Bhambhu Nagar,General (Woman)
Barmer,Aadel,Chhotu,General (Woman)
Barmer,Aadel,Dholanada,General (Woman)
Barmer,Aadel,Dholpalia Nada,ST
Barmer,Aadel,Goliya Jetmal,General (Woman)
Barmer,Aadel,Khariya Khurd,SC
Barmer,Aadel,Malpura,SC (Woman)
Barmer,Aadel,Mangle Ki Beri,General (Woman)
Barmer,Aadel,Mithi Beri,OBC (Woman)
Barmer,Aadel,Nimble Coat,General
Bharatpur,Bayana,Gajipur,General (Woman)
Bharatpur,Bayana,Gurdha Nadi,General (Woman)
Bharatpur,Bayana,Harnagar,General
Bharatpur,Bayana,Jaisora,OBC (Woman)
Bharatpur,Vair,Jagjewanpur,ST
Bharatpur,Vair,Jahanpur,General
Bharatpur,Vair,Jeevad,SC
Barmer,Aadel,Nokhara,General
Barmer,Aadel,Ranasar Khurd,General
Barmer,Aadel,Sadecha,General
Bharatpur,Bayana,Jaspuramoroli,General (Woman)
Bharatpur,Bayana,Kair,General (Woman)
Bharatpur,Bayana,Kalsada,General
Bharatpur,Bayana,Kanawar,General
Bharatpur,Vair,Kherli Gujar,SC (Woman)
Bharatpur,Vair,Lakhanpur,OBC
Bharatpur,Vair,Molani,General (Woman)
Bharatpur,Vair,Mudiyalalita,General (Woman)
Bharatpur,Vair,Pali,General (Woman)
Bharatpur,Vair,Rahimgarh,SC (Woman)
Bharatpur,Bayana,Kapuramaluka,OBC
Bharatpur,Bayana,Karwari,General (Woman)
Bharatpur,Vair,Raipur,SC (Woman)
Bharatpur,Vair,Samraya,General (Woman)
Bharatpur,Vair,Sarsaina,General (Woman)
Bharatpur,Vair,Siras,General
Bharatpur,Bayana,Khankheda,General (Woman)
Bharatpur,Bayana,Khedligadasiya,OBC (Woman)
Bharatpur,Bayana,Kherari,General
Bharatpur,Bayana,Khutkheda,OBC (Woman)
Bharatpur,Bayana,Kohra,General (Woman)
Bharatpur,Bayana,Lahchorakalan,SC (Woman)
Bharatpur,Vair,Suhas,SC
Bharatpur,Vair,Umered,General
Bharatpur,Bayana,Mahmedpura,SC
Bharatpur,Bayana,Mahrawar,SC
Bharatpur,Bayana,Mehloni,OBC
Bharatpur,Bayana,Milakpur,ST
Bharatpur,Bayana,Nahroli,General (Woman)
Bharatpur,Bayana,Naroli,General
Bharatpur,Bayana,Navli,SC
Bharatpur,Bayana,Paroa,General (Woman)
Bharatpur,Bayana,Pilidang,SC (Woman)
Bharatpur,Bayana,Purawaikheda,General (Woman)
Barmer,Sindhari,Arniyali Mahechan,SC
Bharatpur,Bayana,Sahpur,OBC (Woman)
Bharatpur,Bayana,Salabad,SC (Woman)
Bharatpur,Bayana,Seedpur,SC
Bharatpur,Bayana,Shergarh,OBC
Bharatpur,Bayana,Singhada,General
Bharatpur,Bayana,Singhaniya,General (Woman)
Barmer,Sindhari,Bamani,General (Woman)
Barmer,Sindhari,Banda Nada,SC (Woman)
Barmer,Sindhari,Bhata,OBC (Woman)
Barmer,Sindhari,Bhunka Bagatsingh,General
Barmer,Sindhari,Bilasar,OBC
Barmer,Sindhari,Chado Ki Dhani,General (Woman)
Barmer,Sindhari,Dandali,General
Barmer,Sindhari,Dankha,General
Barmer,Sindhari,Dankha,General (Woman)
Barmer,Sindhari,Dhanva,General
Barmer,Sindhari,Dhudia Motisingh,General (Woman)
Barmer,Sindhari,Godaron Ka Sara,SC (Woman)
Barmer,Sindhari,Hodu,General (Woman)
Barmer,Sindhari,Junameetha Khera,General (Woman)
Barmer,Sindhari,Junameetha Khera,SC (Woman)
Barmer,Sindhari,Kamthai,ST
Bharatpur,Bayana,Smogar,SC (Woman)
Bharatpur,Bayana,Tarsuma,General
Bharatpur,Bayana,Thanadang,General (Woman)
Bharatpur,Bayana,Veerampura,General
Bharatpur,Bayana,Vidyari,General (Woman)
Barmer,Sindhari,Karna,General
Barmer,Sindhari,Khara Mahechan,General
Barmer,Sindhari,Kharantiya,General (Woman)
Barmer,Sindhari,Lohidi,General
Barmer,Sindhari,Lukho Ki Dhani,OBC (Woman)
Barmer,Sindhari,Manawas,OBC
Barmer,Sindhari,Nakoda,General (Woman)
Barmer,Sindhari,Samdaron Ka Tala,General (Woman)
Barmer,Sindhari,Sanpa Manji,General
Barmer,Sindhari,Sarnao Ka Tala,General (Woman)
Barmer,Sindhari,Sevron Ki Dhani,General (Woman)
Barmer,Sindhari,Sindhari Charnan,OBC (Woman)
Barmer,Sindhari,Sindhari Chosira,General
Barmer,Sindhari,Taakuberi,SC
Barmer,Sindhari,Unchiya,OBC
Barmer,Samdadi,Ajeet,General
Barmer,Samdadi,Ambo Ka Baada,ST (Woman)
Barmer,Samdadi,Bamseen,General (Woman)
Barmer,Samdadi,Bhalro Ka Bada,OBC
Barmer,Samdadi,Devda (B),SC
Barmer,Samdadi,Dhindas,General (Woman)
Barmer,Samdadi,Jethantari,General (Woman)
Barmer,Samdadi,Kamoo Ka Baada,SC (Woman)
Barmer,Samdadi,Karmawas,General (Woman)
Barmer,Samdadi,Karmawas,OBC
Barmer,Samdadi,Khandap,General
Barmer,Samdadi,Khejadiyali,OBC (Woman)
Barmer,Samdadi,Kotdi,General
Barmer,Samdadi,Lalana,General
Barmer,Samdadi,Majal,OBC
Barmer,Samdadi,Phulan,OBC
Barmer,Samdadi,Rakhi,SC
Barmer,Samdadi,Rampura,OBC (Woman)
Barmer,Samdadi,Rani Deshipura,General (Woman)
Barmer,Samdadi,Ratdi,ST
Barmer,Samdadi,Samdadi Station,SC (Woman)
Barmer,Samdadi,Samdari,General (Woman)
Barmer,Samdadi,Sanwarda,General
Barmer,Samdadi,Sarwadi,General (Woman)
Barmer,Samdadi,Sewali,General (Woman)
Barmer,Samdadi,Silor,General
Barmer,Samdadi,Thakarkheda,ST
Barmer,Siwana,Beranadi,OBC (Woman)
Barmer,Siwana,Bhagwa,ST
Barmer,Siwana,Bhimgoda,SC
Barmer,Siwana,Gudha,OBC
Barmer,Siwana,Kundal,General (Woman)
Barmer,Siwana,Maangi (R),SC
Barmer,Siwana,Meli,General
Barmer,Siwana,Motisara,General
Barmer,Balotra,Aakdli Baksiram,General
Barmer,Siwana,Padhru,General (Woman)
Barmer,Siwana,Saila,General (Woman)
Barmer,Siwana,Siner,General (Woman)
Barmer,Siwana,Siwana,General
Barmer,Siwana,Thapan,General (Woman)
Barmer,Balotra,Aasotara,General
Barmer,Balotra,Asada,General (Woman)
Barmer,Balotra,Beethuja,General
Barmer,Balotra,Bhakhari Kheda,ST (Woman)
Barmer,Balotra,Bhandiyawas,OBC (Woman)
Barmer,Sedhawa,Aakal (R),ST
Barmer,Balotra,Bhimarlai,OBC
Barmer,Balotra,Budivada,OBC (Woman)
Barmer,Balotra,Chandesra,General (Woman)
Barmer,Balotra,Dudwa,General (Woman)
Barmer,Balotra,Dudwa Malinath,SC (Woman)
Barmer,Balotra,Gol Station,General (Woman)
Barmer,Balotra,Gopdi,ST (Woman)
Barmer,Balotra,Jagsa,ST
Barmer,Balotra,Janiyana,OBC (Woman)
Barmer,Balotra,Jasol,OBC
Barmer,Balotra,Kalundi,General (Woman)
Barmer,Balotra,Kanana,General
Barmer,Sedhawa,Adarsh Kekar,SC
Barmer,Sedhawa,Bamdala,General
Barmer,Sedhawa,Bherudi,General (Woman)
Barmer,Sedhawa,Kartiya,General
Barmer,Sedhawa,Kekad,General (Woman)
Barmer,Sedhawa,Kekad,OBC (Woman)
Barmer,Sedhawa,Rohila,SC
Barmer,Sedhawa,Shobhala Dsarshan,General
Barmer,Sedhawa,Somardi,OBC
Barmer,Sedhawa,Sonadi,General
Barmer,Balotra,Kher,ST
Barmer,Balotra,Khtu,SC
Barmer,Balotra,Kitanod,General
Barmer,Balotra,Kitpala,ST
Barmer,Balotra,Majiwala,General
Barmer,Balotra,Mandapura,OBC
Barmer,Balotra,Mewanagar,General
Barmer,Balotra,Mungada,General (Woman)
Barmer,Balotra,Newai,SC (Woman)
Barmer,Balotra,Pachpadra,General (Woman)
Barmer,Balotra,Parlu,General
Barmer,Balotra,Ramsin,SC
Barmer,Balotra,Rewada Maiya,General (Woman)
Barmer,Balotra,Sarana,General (Woman)
Barmer,Balotra,Sinli Jageer,General (Woman)
Barmer,Payala Kalan,Ad Manji,SC
Barmer,Balotra,Sursingh Ka Dhana,OBC
Barmer,Balotra,Tapra,General
Barmer,Balotra,Tilwara,OBC (Woman)
Barmer,Balotra,Umarlai,SC
Barmer,Balotra,Variya Varecha,SC (Woman)
Barmer,Payala Kalan,Amaliyala,OBC
Barmer,Payala Kalan,Cago Ki Dhani,OBC (Woman)
Barmer,Payala Kalan,Darguda,General (Woman)
Barmer,Payala Kalan,Ed Sindhri,General
Barmer,Payala Kalan,Kadanadi,General
Barmer,Payala Kalan,Khudala,General
Barmer,Payala Kalan,Koslu,General (Woman)
Barmer,Payala Kalan,Lolava,General (Woman)
Barmer,Payala Kalan,Luna Kalla,General (Woman)
Barmer,Payala Kalan,Motisara,OBC
Barmer,Payala Kalan,Nai Undari,SC (Woman)
Barmer,Payala Kalan,Nehro Ki Dhani,General
Barmer,Payala Kalan,Panayla Khurd,General
Barmer,Payala Kalan,Payla Kla,General (Woman)
Barmer,Payala Kalan,Ramdevra,SC
Barmer,Payala Kalan,Sada,ST
Barmer,Payala Kalan,Sada Dhanji,General (Woman)
Barmer,Payala Kalan,Sada Jhund,General (Woman)
Barmer,Payala Kalan,Talbaniyo Ki Dhani,OBC (Woman)
Barmer,Kalyanpur,Aasraba Dudaavatan,General (Woman)
Barmer,Kalyanpur,Araba,General (Woman)
Barmer,Kalyanpur,Balaujati,General
Barmer,Kalyanpur,Chacharlai Kalan,General (Woman)
Barmer,Kalyanpur,Devriya,OBC (Woman)
Barmer,Kalyanpur,Dhani Sankhala,General
Barmer,Kalyanpur,Doli Kalan,General (Woman)
Barmer,Kalyanpur,Doli Rajguran,ST
Barmer,Kalyanpur,Gangawas,General (Woman)
Barmer,Kalyanpur,Ghadoi Charnan,OBC
Barmer,Pataudi,Badnawa Jageer,General (Woman)
Barmer,Kalyanpur,Godava,OBC
Barmer,Kalyanpur,Gwalnada,General
Barmer,Kalyanpur,Jasti,SC
Barmer,Kalyanpur,Kalyanpur,General
Barmer,Kalyanpur,Kalyanpur,OBC
Barmer,Kalyanpur,Kankrla,General (Woman)
Barmer,Kalyanpur,Khipali Kheda,ST (Woman)
Barmer,Kalyanpur,Korna,SC
Barmer,Kalyanpur,Kudi,General
Barmer,Pataudi,Bagawas,SC (Woman)
Barmer,Pataudi,Baniyawas,SC
Barmer,Pataudi,Bhagwanpura,General
Barmer,Pataudi,Bhakarsar,General (Woman)
Barmer,Pataudi,Chilanadi,General (Woman)
Barmer,Pataudi,Durgapura,General
Barmer,Pataudi,Gangapura,General (Woman)
Barmer,Pataudi,Jawaharpura,OBC
Barmer,Pataudi,Kalewa,General
Barmer,Pataudi,Kanwarli Surajbera ®,SC
Barmer,Pataudi,Kesarpura,General
Barmer,Pataudi,Khanoda,General
Barmer,Pataudi,Kharadi,SC (Woman)
Barmer,Pataudi,Khari Nadi,OBC (Woman)
Barmer,Kalyanpur,Mandli,General (Woman)
Barmer,Kalyanpur,Muli Ki Dhani,General
Barmer,Kalyanpur,Nagana,SC (Woman)
Barmer,Kalyanpur,Newari,General
Barmer,Kalyanpur,Patau Khurd,OBC (Woman)
Barmer,Kalyanpur,Rodava Kalan,OBC
Barmer,Kalyanpur,Sarwadi,General (Woman)
Barmer,Kalyanpur,Surpura,ST
Barmer,Kalyanpur,Thob,General
Barmer,Kalyanpur,Thumbali,OBC (Woman)
Barmer,Gudhamalani,Alapura,General (Woman)
Barmer,Fagliya,Arti,General (Woman)
Barmer,Pataudi,Lakhaniyon Ki Dhani,OBC
Barmer,Pataudi,Mohanpura,ST (Woman)
Barmer,Pataudi,Mukanpura,General (Woman)
Barmer,Pataudi,Naboda Bera,General
Barmer,Pataudi,Navatla,General
Barmer,Pataudi,Nayapura,OBC (Woman)
Barmer,Pataudi,Okatiya Bera,OBC (Woman)
Barmer,Pataudi,Patasar,OBC
Barmer,Pataudi,Patodi,ST
Barmer,Pataudi,Richoli,General (Woman)
Barmer,Pataudi,Sambhara,General (Woman)
Barmer,Pataudi,Sangranadi,General (Woman)
Barmer,Pataudi,Sanjiyali Padamsingh (First),General
Barmer,Kalyanpur,Tirsinghgadi Sodha,SC (Woman)
Barmer,Gudhamalani,Aratvav,General
Barmer,Gudhamalani,Banta,General (Woman)
Barmer,Gudhamalani,Barasan,ST
Barmer,Gudhamalani,Berigaon,General (Woman)
Barmer,Gudhamalani,Bhankharpura,General
Barmer,Gudhamalani,Bhenada,General (Woman)
Barmer,Gudhamalani,Dabad,OBC
Barmer,Gudhamalani,Dedavas Jagir,General (Woman)
Barmer,Gudhamalani,Devnagar,SC (Woman)
Barmer,Fagliya,Augala,General
Barmer,Fagliya,Badha,SC (Woman)
Barmer,Fagliya,Bakhasar,General (Woman)
Barmer,Fagliya,Bawarwala,SC (Woman)
Barmer,Fagliya,Bhalgaon,OBC (Woman)
Barmer,Fagliya,Bhanwariya,General
Barmer,Fagliya,Boli,SC
Barmer,Fagliya,Ekal,SC (Woman)
Barmer,Fagliya,Faglia,General (Woman)
Barmer,Fagliya,Gangasra,General (Woman)
Barmer,Fagliya,Gida,ST (Woman)
Barmer,Fagliya,Goda,SC
