sl_no,dist_name,samiti_name,gp,reservation,name,sex_manual,category,gp_new,dist_name_new,samiti_name_new
5235,JAIPUR,SAHAPURA,HANUTIYA,OBC (Woman),ANITA CHOUDHARY,F,OBC (Woman),hanutiya,JAIPUR,SAHAPURA
7571,NAGAUR,PARBATSAR,PILAWA,General (Woman),ANITA DEVI,F,General (Woman),pilawa,NAGAUR,PARBATSAR
5070,JAIPUR,GOVINDGARH,KISHANPURA,General (Woman),ANITA DEVI,F,OBC,kishanpura,JAIPUR,GOVINDGARH
5174,JAIPUR,KOTPUTLI,KESHAVANARAJPOOT,General (Woman),ANITA DEVI,F,OBC (Woman),keshavanarajpoot,JAIPUR,KOTPUTLI
1724,BARMER,SEDHAWA,BAKHASAR,OBC (Woman),ANITA DEVI,F,OBC (Woman),bakhasar,BARMER,SEDHAWA
5493,JAISALMER,SAM,POCHHNIDA,OBC (Woman),ANITA DEVI,F,OBC (Woman),pochhnida,JAISALMER,SAM
5288,JAIPUR,SAMBHARLAKE,MUNDIYAGARH,SC (Woman),ANITA DEVI,F,SC (Woman),mundiyagarh,JAIPUR,SAMBHARLAKE
5303,JAIPUR,SANGANER,AJAIRAJPURA,SC (Woman),ANITA DEVI,F,SC (Woman),ajairajpura,JAIPUR,SANGANER
3726,DAUSA,LALSOT,T ALA VGAON,General,ANITA DEVI,F,ST (Woman),t ala vgaon,DAUSA,LALSOT
8556,S. MADHOPUR,S.MADHOPUR,RAMDI,General (Woman),ANITA DEVI,F,ST (Woman),ramdi,SAWAIMADHOPUR,SAWAI MADHOPUR
9253,TONK,TONK,DODW ADI,ST (Woman),ANITA DEVI BHIL,F,ST (Woman),dodwadi,TONK,TONK
4043,DUNGARPUR,BICHIW ARA,CHHAPI,ST (Woman),ANITA GAMETI,F,ST (Woman),chhapi,DUNGARPUR,BICHHIWARA
7983,P ALI,SOJAT,RUPAWAS,SC (Woman),ANITA GARO,F,SC (Woman),rupawas,PALI,SOJAT
3675,DAUSA,DAUSA,RALAVATA,General (Woman),ANITA GURJAR,F,OBC (Woman),ralavata,DAUSA,DAUSA
5851,JHALAWAR,BAKANI,RATLAI,General (Woman),ANITA GURJAR,F,OBC (Woman),ratlai,JHALAWAR,BAKANI
8418,S. MADHOPUR,BAMANW AS,SITOR,General (Woman),ANITA GURJAR,F,OBC (Woman),sitor,SAWAIMADHOPUR,BAMANWAS
1406,BARMER,BARMER,KAPURDI,General (Woman),ANITA KANWAR,F,General (Woman),kapurdi,BARMER,BARMER
3457,CHURU,RATANGARH,KUSUMDESAR,General (Woman),ANITA KANWAR,F,General (Woman),kusumdesar,CHURU,RATANGARH
5179,JAIPUR,KOTPUTLI,NAREDA,General (Woman),ANITA KANWAR,F,General (Woman),nareda,JAIPUR,KOTPUTLI
5696,JALORE,JASW ANTPURA,BHARUDI,General (Woman),ANITA KANWAR,F,General (Woman),bharudi,JALORE,JASWANTPURA
6277,JHUNJHUNU,NAWALGARH,GHORIBARA KHURD,General (Woman),ANITA KANWAR,F,General (Woman),ghoribara khurd,JHUNJHUNU,NAWALGARH
7381,NAGAUR,LADNU,DUJAR,General (Woman),ANITA KANWAR,F,General (Woman),dujar,NAGAUR,LADNU
5216,JAIPUR,PHAGI,PARWAN,OBC (Woman),ANITA KANWAR,F,OBC (Woman),parwan,JAIPUR,PHAGI
3864,DHOLPUR,BARI,RUP ASPUR,General (Woman),ANITA KUMARI,F,OBC (Woman),rup aspur,DHOLPUR,BARI
7217,KOT A,SULTANPUR,LAKHSANIJA,SC,ANITA KUMARI,M,SC (Woman),lakhsanija,KOTA,SULTANPUR
5096,JAIPUR,JAMW ARAMGARH,BEHLOD,General (Woman),ANITA KUMARI GURJAR,F,OBC (Woman),behlod,JAIPUR,JAMWA RAMGARH
7098,KOT A,ITAWA,NONERA,ST (Woman),ANITA KUMARI MEENA,F,ST (Woman),nonera,KOTA,ITAWA
2900,BUNDI,BUNDI,MANGAL,ST (Woman),ANITA KUMARI MINA,F,ST (Woman),mangal,BUNDI,BUNDI
3886,DHOLPUR,BASERI,CHANDRAVALI,General,ANITA KUMARI MINA,M,ST (Woman),chandravali,DHOLPUR,BASERI
3216,CHITTORGARH,CHITTORGARH,SAWA,OBC (Woman),ANITA MALI,F,OBC (Woman),sawa,CHITTORGARH,CHHITORGARH
6071,JHALAWAR,AKALERA,DEVLIKALAN,ST,ANITA MEENA,M,ST,devlikalan,JHALAWAR,AKALERA
1277,BARAN,CHHIP ABAROD,KUMBHAKHERI,General (Woman),ANITA MEENA,F,ST (Woman),kumbhakheri,BARAN,CHHIPABAROD
3714,DAUSA,LALSOT,P ALUNDA,General (Woman),ANITA MEENA,F,ST (Woman),p alunda,DAUSA,LALSOT
4933,JAIPUR,BASSI,LALGARH,General (Woman),ANITA MEENA,F,ST (Woman),lalgarh,JAIPUR,BASSI
8541,S. MADHOPUR,S.MADHOPUR,CHHARODDA,General (Woman),ANITA MEENA,F,ST (Woman),chharodda,SAWAIMADHOPUR,SAWAI MADHOPUR
4952,JAIPUR,BASSI,HIMMA TPURA,ST (Woman),ANITA MEENA,F,ST (Woman),himma tpura,JAIPUR,BASSI
6956,KARAULI,NADOTI,GADHKHEDA,ST (Woman),ANITA MEENA,F,ST (Woman),gadhkheda,KARAULI,NADOTI
9694,UDAIPUR,SARADA,P ALODRA,ST (Woman),ANITA MEENA,F,ST (Woman),palodra,UDAIPUR,SARADA
1296,BARAN,KISHANGANJ,CHA TRAGANJ,General (Woman),ANITA MINA,F,ST (Woman),chatraganj,BARAN,KISHANGANJ
4030,DUNGARPUR,ASPUR,PARDATHURA,ST,ANITA NANOMA,M,ST,pardathura,DUNGARPUR,ASPUR
2500,BHILWARA,SHAHPURA,ARNIYA RASA,General (Woman),ANITA PARIK,F,General,arniya rasa,BHILWARA,SHAHPURA
2487,BHILWARA,SAHARA,NANDSHA,OBC,ANITA SUWALKA,M,OBC,nandsha,BHILWARA,SAHARA
5006,JAIPUR,DUDU,DHEENDA,SC (Woman),ANITA VERMA,F,SC (Woman),dheenda,JAIPUR,DUDU
7143,KOT A,LADPURA,BANIYANI,SC (Woman),ANITA VERMA,F,SC (Woman),baniyani,KOTA,LADPURA
6194,JHUNJHUNU,JHUNJHUNU,BEEBASAR,OBC (Woman),ANITA W/O SUDHESH,F,OBC (Woman),beebasar,JHUNJHUNU,JHUNJHUNU
5326,JAIPUR,SANGANER,VIDHANI,General (Woman),ANITA YADAV,F,OBC (Woman),vidhani,JAIPUR,SANGANER
5087,JAIPUR,GOVINDGARH,TIGARIYA,OBC (Woman),ANITA YADAV,F,OBC (Woman),tigariya,JAIPUR,GOVINDGARH
8976,SIROHI,PINDW ARA,LOT ANA,General (Woman),ANJALI KUNWAR,F,General,lotana,SIROHI,PINDWARA
7111,KOT A,KHERABAD,DEVLIKHURD,SC (Woman),ANJALI VERMA,F,SC (Woman),devlikhurd,KOTA,KHAIRABAD
2524,BHILWARA,SHAHPURA,KOTHIYA,General (Woman),ANJANA,F,General (Woman),kothiya,BHILWARA,SHAHPURA
6143,JHUNJHUNU,BUHANA,MURADPUR,General (Woman),ANJANA,F,OBC (Woman),muradpur,JHUNJHUNU,BUHANA
7834,P ALI,MARWAR JUN,SARAN,General (Woman),ANJANA RAWAT,F,OBC (Woman),saran,PALI,MARWAR JUN
3339,CHITTORGARH,RASHMI,MARMI,General (Woman),ANJANA SHROTRIYA,F,General (Woman),marmi,CHITTORGARH,RASHMI
3847,DHOLPUR,BARI,GADHISUKKHA,OBC,ANJNI SINGH PARMAR,F,OBC (Woman),gadhisukkha,DHOLPUR,BARI
7593,NAGAUR,RIYAN,JASNAGAR,General (Woman),ANJU,F,General (Woman),jasnagar,NAGAUR,RIYAN
7376,NAGAUR,LADNU,BALSAMAND,General (Woman),ANJU,F,OBC (Woman),balsamand,NAGAUR,LADNU
7642,NAGAUR,NAVAN,BHAGW ANPURA,General (Woman),ANJU,F,OBC (Woman),bhagw anpura,NAGAUR,NAVAN
7366,NAGAUR,KUCHAMAN,PREMPURA,OBC (Woman),ANJU,F,OBC (Woman),prempura,NAGAUR,KUCHAMANCITY
4610,GANGANAGAR,SHRI VIJAYNAGAR,10 AS,General (Woman),ANJU BALA,F,General (Woman),10 as,GANGANAGAR,SHRI VIJAYNAGAR
5800,JALORE,SAYLA,BALERA,General (Woman),ANJU DEVI,F,General (Woman),balera,JALORE,SAYLA
4594,GANGANAGAR,SURA TGARH,SARDARPURA KHARTA,SC (Woman),ANJU DEVI,F,SC (Woman),sardarpura kharta,GANGANAGAR,SURATGARH
8703,SIKAR,FATEHPUR,THEDI,SC (Woman),ANJU DEVI,F,SC (Woman),thedi,SIKAR,FATEHPUR
6943,KARAULI,KAURALI,SEGARPURA,General (Woman),ANJU DEVI,F,ST (Woman),segarpura,KARAULI,KARAULI
3190,CHITTORGARH,CHITTORGARH,BASSI,General (Woman),ANJU KANWAR,F,General (Woman),bassi,CHITTORGARH,CHHITORGARH
7619,NAGAUR,MOULASAR,BHANDLIYA,General (Woman),ANJU KHANDELWAL,F,General (Woman),bhandliya,NAGAUR,MOULASAR
5951,JHALAWAR,KHANPUR,SOJPUR,General (Woman),ANJU KUMARI,F,General (Woman),sojpur,JHALAWAR,KHANPUR
6299,JHUNJHUNU,NAWALGARH,TONK CHHILARI,SC (Woman),ANJU KUMARI,F,SC (Woman),tonk chhilari,JHUNJHUNU,NAWALGARH
8177,PRA T APGARH,PRA T APGARH,PILLU,ST (Woman),ANJU MEENA,F,ST (Woman),pillu,PRATAPGARH,PRATAPGARH
388,ALWAR,KISHANGARHBAS,BAHADERPUR PATTI,General (Woman),ANJU SAHU,F,OBC,bahaderpur patti,ALWAR,KISHANGARH BAS
3514,CHURU,SARDARSHAHAR,RAMSISAR BHEDWALIYA,OBC (Woman),ANJU SAHU,F,OBC (Woman),ramsisar bhedwaliya,CHURU,SARDAR SHAHAR
6836,JODHPUR,PIPAR SHAHAR,BOYAL,OBC (Woman),ANJU SAIN,F,OBC (Woman),boyal,JODHPUR,PIPAR SHAHAR
8849,SIKAR,PIPRALI,NANI,General (Woman),ANJU SHARMA,F,General (Woman),nani,SIKAR,PIPRALI
1947,BHARA TPUR,KAMAN,SUNHARA,General (Woman),ANJU SINGH,F,General (Woman),sunhara,BHARATPUR,KAMAN
270,AJMER,SARW AD,SHERGARH,SC (Woman),ANJU SINGH,F,SC (Woman),shergarh,AJMER,SARW AD
4504,GANGANAGAR,SADULSAHAR,MANNIW ALI,OBC (Woman),ANJU YADAV,F,OBC (Woman),manniw ali,GANGANAGAR,SADULSHAHAR
4460,GANGANAGAR,RAISNGHNAGAR,6 JKM,SC (Woman),ANJU/SHIVKUMAR,F,SC,6 jkm,GANGANAGAR,RAISINGHNAGAR
2191,BHARA TPUR,P AHADI,JOTRIPIP AL,OBC (Woman),ANJUMAN,F,OBC (Woman),jotripipal,BHARATPUR,P AHADI
9060,SIROHI,SIROHI,BALDA,General (Woman),ANKIT A,F,OBC (Woman),balda,SIROHI,SIROHI
3392,CHURU,RAJGARH,BHUW ADI,SC (Woman),ANKORI,F,SC (Woman),bhuw adi,CHURU,RAJGARH
5450,JAISALMER,JAISALMER,PANCHE KA TAL,SC,ANNARAM,M,SC,panche ka tal,JAISALMER,JAISALMER
668,ALWAR,THANAGAZI,BAMANWAS CHOUHAN,General,ANNU,F,General,bamanwas chouhan,ALWAR,THANAGAZI
6323,JHUNJHUNU,SURAJGARH,JEENI,General (Woman),ANNU,F,OBC (Woman),jeeni,JHUNJHUNU,SURAJGARH
6820,JODHPUR,LOHAWAT,RUPANA JETANA,General (Woman),ANNU,F,OBC (Woman),rupana jetana,JODHPUR,LOHAWAT
6512,JODHPUR,BILARA,RAVAR,SC (Woman),ANNU,F,SC (Woman),ravar,JODHPUR,BILARA
9385,UDAIPUR,BHINDER,SALERA,OBC (Woman),ANNU JHANWA,F,OBC (Woman),salera,UDAIPUR,BHINDAR
5132,JAIPUR,JAMW ARAMGARH,TALA,General,ANNU KHAN,M,General,tala,JAIPUR,JAMWA RAMGARH
5887,JHALAWAR,DUG,TISAI,SC (Woman),ANOKH BAI,F,SC (Woman),tisai,JHALAWAR,DAG
3267,CHITTORGARH,GANGRAR,SUDRI,General (Woman),ANOP JAT,F,OBC (Woman),sudri,CHITTORGARH,GANGRAR
2760,BIKANER,KOLAYAT,KHAKHUSAR,SC,ANOPARAM DHAAL,M,SC,khakhusar,BIKANER,KOLAYAT
9073,SIROHI,SIROHI,MADIYA,SC (Woman),ANSHI,F,SC (Woman),madiya,SIROHI,SIROHI
1440,BARMER,BAYATU,CHOKHALA,General (Woman),ANSI,F,OBC (Woman),chokhala,BARMER,BAYTOO
1505,BARMER,DHORIMANNA,KHUME KI BERI,General (Woman),ANSI DEVI,F,OBC (Woman),khume ki beri,BARMER,DHORIMANNA
9436,UDAIPUR,GOGUNDA,DADIYA,ST (Woman),ANSI KUMARI,F,ST (Woman),dadiya,UDAIPUR,GOGUNDA
2958,BUNDI,K.PATAN,BALOD,General (Woman),ANTIMA KUMARI,F,General (Woman),balod,BUNDI,K.PATAN
7696,NAGAUR,KHINW ASAR,TATWAS,OBC (Woman),ANU,F,OBC (Woman),tatwas,NAGAUR,KHINW ASAR
2042,BHARA TPUR,NAGAR,MANOT AKALAN,ST,ANUJA MEENA,M,SC,manotakalan,BHARATPUR,NAGAR
2853,BIKANER,P ANCHU,BHAMTSAR,General (Woman),ANUKAMP A,F,OBC,bhamtsar,BIKANER,P ANCHU
4533,GANGANAGAR,SRI GANGANAGAR,9Z,General (Woman),ANUPMA,F,General (Woman),9z,GANGANAGAR,GANGANAGAR
8304,RAJSAMAND,KUMBHALGARH,JHEELWARA,General (Woman),ANURADHA KUNWAR,F,General (Woman),jheelwara,RAJSAMAND,KUMBHALGARH
8385,RAJSAMAND,RAJSAMAND,T ASOL,General (Woman),ANURADHA VAISHNAV,F,OBC (Woman),t asol,RAJSAMAND,RAJSAMAND
8286,RAJSAMAND,KHAMNOR,SHISHODA,General (Woman),ANUSHYA KUNWAR,F,General (Woman),shishoda,RAJSAMAND,KHAMNOR
2883,BUNDI,BUNDI,ANTHADA,SC (Woman),ANUSUIYA,F,SC (Woman),anthada,BUNDI,BUNDI
2212,BHARA TPUR,P AHADI,Dhimari,General (Woman),APSINA,F,OBC (Woman),dhimari,BHARATPUR,P AHADI
6670,JODHPUR,SHERGARH,SIY ANDA,General (Woman),ARADHANA,F,OBC (Woman),siy anda,JODHPUR,SHERGARH
6944,KARAULI,KAURALI,SEMARDA,OBC (Woman),ARATI SAINI,F,OBC (Woman),semarda,KARAULI,KARAULI
7138,KOT A,KHERABAD,SUKET,General (Woman),ARCHANA,F,OBC (Woman),suket,KOTA,KHAIRABAD
5383,JAIPUR,PAWATA,PAOTA,General (Woman),ARCHANA,F,SC (Woman),paota,JAIPUR,PAWATA
4054,DUNGARPUR,BICHIW ARA,MODAR,ST (Woman),ARCHANA,F,ST (Woman),modar,DUNGARPUR,BICHHIWARA
4981,JAIPUR,CHAKSU,SHIVDASPURA,General (Woman),ARCHANA KUMARI MINA,F,ST (Woman),shivdaspura,JAIPUR,CHAKSU
2298,BHILWARA,HURDA MANDAL,PHALMADA,General (Woman),ARCHANA SHARMA,F,General (Woman),phalmada,BHILWARA,HURDA
7568,NAGAUR,PARBATSAR,NENIYA,General (Woman),ARCHNA,F,General (Woman),neniya,NAGAUR,PARBATSAR
1286,BARAN,CHHIP ABAROD,TANCHA,General (Woman),ARCHNA,F,OBC (Woman),tancha,BARAN,CHHIPABAROD
1605,BARMER,RAMSAR,CHADI,General,ARJAN RAM,M,OBC,chadi,BARMER,RAMSAR
7487,NAGAUR,MUNDW A,BALAYA,OBC,ARJAN RAM,M,OBC,balaya,NAGAUR,MUNDAWA
6182,JHUNJHUNU,CHIRAWA,SARI,SC (Woman),ARJOO TANDAN,F,SC,sari,JHUNJHUNU,CHIRAWA
4522,GANGANAGAR,SRI GANGANAGAR,27 GG,General,ARJUN KUMAR,M,General,27 gg,GANGANAGAR,GANGANAGAR
5701,JALORE,JASW ANTPURA,DORDA,SC,ARJUN KUMAR,M,SC,dorda,JALORE,JASWANTPURA
109,AJMER,KEKRI,SARSADI,General,ARJUN LAL,M,OBC,sarsadi,AJMER,KEKRI
4635,GANGANAGAR,SHRI VIJAYNAGAR,GOMAWALI,General,ARJUN LAL,M,OBC,gomawali,GANGANAGAR,SHRI VIJAYNAGAR
6368,JHUNJHUNU,UDAIPURWATI,NANGAL,SC,ARJUN LAL,M,SC,nangal,JHUNJHUNU,UDAIPURWATI
8598,SIKAR,DANT ARAMGARH,DHEENGPUR,SC,ARJUN LAL,M,SC,dheengpur,SIKAR,DANTA RAMGARH
602,ALWAR,RAJGARH,MALLANA,ST (Woman),ARJUN LAL,F,ST,mallana,ALWAR,RAJGARH
8122,PRA T APGARH,PIP ALKHUNT,MOTA DHAMANIA,ST,ARJUN LAL MEENA,M,ST,mota dhamania,PRATAPGARH,PEEPALKHOONT
4956,JAIPUR,CHAKSU,BADA PADAMPURA,General,ARJUN LAL MINA,M,ST,bada padampura,JAIPUR,CHAKSU
5226,JAIPUR,SAHAPURA,BILANDPURA,OBC,ARJUN LAL YADAV,M,OBC,bilandpura,JAIPUR,SAHAPURA
7503,NAGAUR,MUNDW A,SANKHW AS,General,ARJUN RAM,M,OBC,sankhw as,NAGAUR,MUNDAWA
407,ALWAR,KISHANGARHBAS,RAIBKA,OBC,ARJUN RAM,M,OBC (Woman),raibka,ALWAR,KISHANGARH BAS
4344,GANGANAGAR,GHADSANA,2 KM(JIWANDESAR),SC,ARJUN RAM,M,SC,2 km(jiwandesar),GANGANAGAR,GHADSANA
5813,JALORE,SAYLA,MANGLVA,SC,ARJUN RAM,M,SC,manglva,JALORE,SAYLA
6474,JODHPUR,BHOP ALGARH,DEVATDA,SC,ARJUN RAM,M,SC,devatda,JODHPUR,BHOPALGARH
5724,JALORE,RANIW ARA,AAKHRAD,General,ARJUN SINGH,M,General,aakhrad,JALORE,RANIWARA
3123,CHITTORGARH,BHADESAR,BHALUNDI,General,ARJUN SINGH,M,General (Woman),bhalundi,CHITTORGARH,BHADESAR
6211,JHUNJHUNU,JHUNJHUNU,KULOD KALAN,General,ARJUN SINGH,M,OBC,kulod kalan,JHUNJHUNU,JHUNJHUNU
7336,NAGAUR,JAYAL,SOMNA,General,ARJUN SINGH,M,OBC,somna,NAGAUR,JAYAL
701,ALWAR,TIJARA,BHINDUSI,General (Woman),ARJUN SINGH,F,OBC (Woman),bhindusi,ALWAR,TIJARA
5832,JHALAWAR,BAKANI,AGRIYA,General,ARJUN SINGH GURJAR,M,OBC,agriya,JHALAWAR,BAKANI
5018,JAIPUR,DUDU,JHAG,General,ARJUNLAL,M,OBC,jhag,JAIPUR,DUDU
4022,DUNGARPUR,ASPUR,KHALIL,ST,ARJUNLAL,M,ST,khalil,DUNGARPUR,ASPUR
2045,BHARA TPUR,NAGAR,MUNDIYA,General,ARSAD,M,OBC,mundiya,BHARATPUR,NAGAR
2210,BHARA TPUR,P AHADI,PIP ALKHEDA,OBC,ARSAD,M,OBC,pipalkheda,BHARATPUR,P AHADI
3848,DHOLPUR,BARI,JEPAVALI,General,ARTI,M,OBC,jepavali,DHOLPUR,BARI
15,AJMER,ARAI,MANOHARPURA,General (Woman),ARTI BENIWAL,F,General (Woman),manoharpura,AJMER,ARAI
557,ALWAR,NEEMRANA,PRA T APSINGHPURA,General (Woman),ARTI BENIWAL,F,OBC (Woman),pratapsinghpura,ALWAR,NEEMRANA
6096,JHUNJHUNU,ALSISAR,HANSASAR,OBC (Woman),ARTI BENIWAL,F,OBC (Woman),hansasar,JHUNJHUNU,ALSISAR
3729,DAUSA,LALSOT,KHEMAVAS,SC (Woman),ARTI DEVI,F,SC (Woman),khemavas,DAUSA,LALSOT
8480,S. MADHOPUR,GANGAPURCITY,MAHUKALA,General (Woman),ARTI GURJAR,F,OBC (Woman),mahukala,SAWAIMADHOPUR,GANGAPUR
781,ALWAR,UMRAIN,LILI,SC (Woman),ARTI GURJAR,F,SC (Woman),lili,ALWAR,UMREN
3881,DHOLPUR,BASERI,BAROLI,General (Woman),ARTI KUMARI,F,ST (Woman),baroli,DHOLPUR,BASERI
4246,DUNGARPUR,CHIKHALI,PARADA DARIYATI,ST,ARUN BARJOD,M,ST,parada dariyati,DUNGARPUR,CHIKHALI
6677,JODHPUR,SHERGARH,NAHARSINGH NAGAR,SC,ARUN KUMAR,M,SC,naharsingh nagar,JODHPUR,SHERGARH
5181,JAIPUR,KOTPUTLI,RAIKARANPURA,General,ARUN KUMAR YADAV,M,OBC,raikaranpura,JAIPUR,KOTPUTLI
8679,SIKAR,FATEHPUR,BHICHRI,SC (Woman),ARUNA DEVI,F,SC (Woman),bhichri,SIKAR,FATEHPUR
3204,CHITTORGARH,CHITTORGARH,NARELA,General (Woman),ARUNA KANWAR,F,General (Woman),narela,CHITTORGARH,CHHITORGARH
7964,P ALI,SOJAT,DHURASANI,General (Woman),ARUNA KANWAR,F,General (Woman),dhurasani,PALI,SOJAT
9167,TONK,NIW AI,BASSI,General (Woman),ARUNA KANWAR,F,General (Woman),bassi,TONK,NIWAI
2320,BHILWARA,JAHAZPUR,GANDHER,ST,ARVIND KUMAR MEENA,M,ST,gandher,BHILWARA,JAHAZPUR
2361,BHILWARA,KOTRI,KISHANGARH,General,ARVIND SINGH RANAWAT,M,General,kishangarh,BHILWARA,KOTRI
184,AJMER,PEESANGAN,BUDHW ARA,General,ASHA,F,General,budhwara,AJMER,PEESANGAN
2932,BUNDI,HINDOLI,KHEENIYA,General (Woman),ASHA,F,General (Woman),kheeniya,BUNDI,HINDOLI
2912,BUNDI,HINDOLI,ALOD,General (Woman),ASHA,F,OBC (Woman),alod,BUNDI,HINDOLI
2137,BHARA TPUR,SEW AR,TUHIYA,SC (Woman),ASHA,F,SC (Woman),tuhiya,BHARATPUR,SEWAR
975,BANSW ARA,GHATOL,MUDASAIL,ST,ASHA,M,ST,mudasail,BANSWARA,GHATOL
899,BANSW ARA,GADHI,BHAGORA,ST (Woman),ASHA,F,ST (Woman),bhagora,BANSWARA,GARHI
970,BANSW ARA,GHATOL,KUVANIYA,ST (Woman),ASHA,F,ST (Woman),kuvaniya,BANSWARA,GHATOL
1121,BANSW ARA,TALWADA,MASOTIYA,ST (Woman),ASHA,F,ST (Woman),masotiya,BANSWARA,TALWADA
4026,DUNGARPUR,ASPUR,LILAWASA,ST (Woman),ASHA,F,ST (Woman),lilawasa,DUNGARPUR,ASPUR
9396,UDAIPUR,GIRWA,ALSIGARH,ST (Woman),ASHA,F,ST (Woman),alsigarh,UDAIPUR,GIRWA
3110,CHITTORGARH,BEGUN,RAWARDA,General (Woman),ASHA BAI,F,OBC (Woman),rawarda,CHITTORGARH,BEGUN
7053,KARAULI,MANDRAYAL,BAHADARPUR,SC (Woman),ASHA BHAND,F,SC (Woman),bahadarpur,KARAULI,MANDRAYAL
6371,JHUNJHUNU,UDAIPURWATI,P ACHLANGI,General,ASHA BHAWARIYA,M,OBC,p achlangi,JHUNJHUNU,UDAIPURWATI
605,ALWAR,RAJGARH,NAYAGAONBOLKA,SC,ASHA BHAWARIYA,M,SC,nayagaonbolka,ALWAR,RAJGARH
5305,JAIPUR,SANGANER,BHAMBHORIYA,OBC (Woman),ASHA CHOUDHARY,F,OBC (Woman),bhambhoriya,JAIPUR,SANGANER
3248,CHITTORGARH,DOONGL A,SANGESARA,General,ASHA DEVI,F,General (Woman),sangesara,CHITTORGARH,DUNGLA
733,ALWAR,TIJARA,Kamalpura,General (Woman),ASHA DEVI,F,OBC (Woman),kamalpura,ALWAR,TIJARA
6869,KARAULI,HINDAUN,JATNANGLA,General (Woman),ASHA DEVI,F,SC (Woman),jatnangla,KARAULI,HINDAUN
8872,SIKAR,SRIMADHOPUR,AJEETGARH,SC,ASHA DEVI,F,SC (Woman),ajeetgarh,SIKAR,SRIMADHOPUR
2398,BHILWARA,MANDAL,JORAWARPURA,SC (Woman),ASHA DEVI,F,SC (Woman),jorawarpura,BHILWARA,MANDAL
8098,PRA T APGARH,DHRIABAD,P AREL,ST,ASHA DEVI,F,ST,p arel,PRATAPGARH,DHARIAWAD
2437,BHILWARA,MANDALGARH,MOHANPURA,OBC (Woman),ASHA DEVI VAISHNAV,F,OBC (Woman),mohanpura,BHILWARA,MANDALGARH
9338,UDAIPUR,BADGAON,SAPETIYA,General (Woman),ASHA JAIN,F,General (Woman),sapetiya,UDAIPUR,BARGAON
6921,KARAULI,KAURALI,KHUBNAGAR,SC (Woman),ASHA JATAV,F,SC (Woman),khubnagar,KARAULI,KARAULI
5505,JAISALMER,SAM,SIKPA SIPLA,General,ASHA KANWAR,F,General (Woman),sikpa sipla,JAISALMER,SAM
5854,JHALAWAR,BAKANI,RIJON,General (Woman),ASHA KUMARI,F,General (Woman),rijon,JHALAWAR,BAKANI
8905,SIKAR,PATAN,BEGA KI NANGAL,General,ASHA KUMARI,F,General (Woman),bega ki nangal,SIKAR,PATAN
9796,UDAIPUR,JHALLARA,BHABRANA,ST (Woman),ASHA KUMARI,F,ST (Woman),bhabrana,UDAIPUR,JHALLARA
9414,UDAIPUR,GIRWA,P ADUNA,ST,ASHA MEENA,M,ST (Woman),paduna,UDAIPUR,GIRWA
9130,TONK,MALPURA,AVDA,SC (Woman),ASHA MEGHWANSHI,F,SC (Woman),avda,TONK,MALPURA
9364,UDAIPUR,BHINDER,GOTIP A,General (Woman),ASHA RAIBAR,F,General (Woman),gotipa,UDAIPUR,BHINDAR
7507,NAGAUR,MUNDW A,BHAKROD,General,ASHA RAM,M,OBC,bhakrod,NAGAUR,MUNDAWA
6206,JHUNJHUNU,JHUNJHUNU,ISLAMPUR,General,ASHA RAM,M,SC,islampur,JHUNJHUNU,JHUNJHUNU
7007,KARAULI,SAPOTRA,ODACH,SC,ASHA RAM,M,SC,odach,KARAULI,SAPOTRA
7827,P ALI,MARWAR JUN,MARWAR JUNCTION,OBC (Woman),ASHA SAINI,F,OBC (Woman),marwar junction,PALI,MARWAR JUN
5282,JAIPUR,SAMBHARLAKE,KHEDI MALIK,General (Woman),ASHA YADAV,F,OBC (Woman),khedi malik,JAIPUR,SAMBHARLAKE
1870,BHARA TPUR,BAYANA,NAROLI,SC,ASHADEVI,F,SC,naroli,BHARATPUR,BAYANA
7512,NAGAUR,NAGAUR,BARANI,OBC,ASHARAM,M,OBC,barani,NAGAUR,NAGAUR
93,AJMER,KEKRI,KADERA,OBC,ASHARAM VAISHNAV,M,OBC,kadera,AJMER,KEKRI
744,ALWAR,UMRAIN,AKLARPUR,OBC,ASHISH,M,OBC,aklarpur,ALWAR,UMREN
8109,PRA T APGARH,DHRIABAD,MANPUR,ST,ASHISH,M,ST,manpur,PRATAPGARH,DHARIAWAD
3944,DHOLPUR,DHOLPUR,TEGAWALI,OBC,ASHISH SINGH,M,OBC,tegawali,DHOLPUR,DHOLPUR
650,ALWAR,RAMGARH,PATA,General (Woman),ASHOK,F,General,pata,ALWAR,RAMGARH
6802,JODHPUR,LOHAWAT,LOHAWAT JATAWAS,General,ASHOK,M,General,lohawat jatawas,JODHPUR,LOHAWAT
441,ALWAR,KOTKASIM,TIGAWA,OBC,ASHOK,M,OBC,tigawa,ALWAR,KOTKASIM
462,ALWAR,LAXMANGARH,ITEDA,OBC (Woman),ASHOK,F,OBC (Woman),iteda,ALWAR,LAXMANGARH
4418,GANGANAGAR,P ADAMPUR,4 NN (CHANANA),SC,ASHOK,M,SC,4 nn (chanana),GANGANAGAR,PADAMPUR
4689,ANUMANGAR,H HANUMANGARH,AMARPURA THEIR,SC,ASHOK,M,SC,amarpura their,HANUMANGARH,HANUMANGARH
